Id	DOI	PubDate	GitHub_link	FullJournalName	Title	Phrase
36685727	10.1093/nargab/lqad004	2023-01-23	https://github.com/CMU-SAFARI/BLEND	NAR genomics and bioinformatics	BLEND: a fast, memory-efficient and accurate mechanism to find fuzzy seed matches in genome analysis.	Source code is available at https://github.com/CMU-SAFARI/BLEND.
36684763	10.3389/fpls.2022.1030595	2023-01-23	https://github.com/mooneed/CACPU-Net	Frontiers in plant science	CACPU-Net: Channel attention U-net constrained by point features for crop type mapping.	The code and the trained model are available on https://github.com/mooneed/CACPU-Net.
36683442	10.1111/nph.18765	2023-01-23	https://sai.aiml.team, https://github.com/xdynames/sai-app	The New phytologist	SAI: an efficient and user-friendly tool for measurement of stomatal pores and density using deep computer vision.	An online demonstration of SAI is hosted at https://sai.aiml.
36683047	10.1186/s13321-022-00677-6	2023-01-22	https://github.com/csms-ethz/CombiF	Journal of cheminformatics	Development of an open-source software for isomer enumeration.	The enu code is freely available on GitHub at https://github.com/csms-ethz/CombiFF .
36682152	10.1016/j.media.2023.102753	2023-01-22	https://github.com/SJTUBME-QianLab/Dual-transformation	Medical image analysis	A dual-transformation with contrastive learning framework for lymph node metastasis prediction in pancreatic cancer.	The code will be released at https://github.com/SJTUBME-QianLab/Dual-transformation.
36682013	10.1093/bib/bbad020	2023-01-22	https://github.com/emerson106/SGPPI	Briefings in bioinformatics	SGPPI: structure-aware prediction of protein-protein interactions in rigorous conditions with graph convolutional network.	The implementation of SGPPI is available at https://github.com/emerson106/SGPPI.
36679735	10.3390/s23020940	2023-01-21	https://github.com/Ivan1248/semisup-seg-efficient	Sensors (Basel, Switzerland)	Revisiting Consistency for Semi-Supervised Semantic Segmentation.	Our source code is available at https://github.com/Ivan1248/semisup-seg-efficient.
36679714	10.3390/s23020917	2023-01-21	GitHub	Sensors (Basel, Switzerland)	A Robust Planar Marker-Based Visual SLAM.	Finally, the open-source code is publicly available and can be found at GitHub.
36677030	10.3390/metabo13010105	2023-01-21	GitHub	Metabolites	Similarity Downselection: Finding the n Most Dissimilar Molecular Conformers for Reference-Free Metabolomics.	We present an open-source software called similarity downselection (SDS), written in Python and freely available on GitHub. 
36670361	10.1186/s12859-022-05046-6	2023-01-20	https://github.com/lfpaulin/SVhoun	BMC bioinformatics	SVhound: detection of regions that harbor yet undetected structural variation.	To achieve this we developed SVhound ( https://github.com/lfpaulin/SVhound ), which based on a population level SVs dataset can predict regions that harbor unseen SV alleles.
36669747	10.1016/j.neuroimage.2023.119886	2023-01-20	https://github.com/Jinwei1209/LARO-QSM.git	NeuroImage	LARO: Learned acquisition and reconstruction optimization to accelerate quantitative susceptibility mapping.	Our code is available at https://github.com/Jinwei1209/LARO-QSM.git.
36669641	10.1016/j.gpb.2023.01.003	2023-01-20	https://github.com/BMILAB/stAPAmine, https://ngdc.cncb.ac.cn/biocode/tools/BT007320	Genomics, proteomics & bioinformatics	stAPAminer: Mining Spatial Patterns of Alternative Polyadenylation for Spatially Resolved Transcriptomic Studies.	This toolkit is available at https://github.com/BMILAB/stAPAminer and https://ngdc.cncb.ac.cn/biocode/tools/BT007320.
36669133	10.1093/bioinformatics/btad016	2023-01-20	https://github.com/AleVin1995/MutExMatSorting	Bioinformatics (Oxford, England)	A heuristic algorithm solving the mutual-exclusivity-sorting problem.	https://github.com/AleVin1995/MutExMatSorting. Supplementary data are available at Bioinformatics online.
36662837	10.1371/journal.pone.0279040	2023-01-20	https://github.com/GiovannaMariaDimitri/A-machine-learning-approach-to-analyse-and-predict-the-electric-cars-scenario-the-Italian-case	PloS one	A machine learning approach to analyse and predict the electric cars scenario: The Italian case.	Code and data are available at: https://github.com/GiovannaMariaDimitri/A-machine-learning-approach-to-analyse-and-predict-the-electric-cars-scenario-the-Italian-case.
36661327	10.1093/bioinformatics/btad044	2023-01-20	https://github.com/r-costa/sbml2hyb	Bioinformatics (Oxford, England)	SBML2HYB: a Python interface for SBML compatible hybrid modelling.	The Python interface, source code and the example models used for the case studies are accessible at: https://github.com/r-costa/sbml2hyb. Supplementary data are available at Bioinformatics online.
36661313	10.1093/bioinformatics/btad043	2023-01-20	https://github.com/DisscLab/HNNVAT	Bioinformatics (Oxford, England)	Adversarial dense graph convolutional networks for single-cell classification.	The source code of HNNVAT is available at https://github.com/DisscLab/HNNVAT. Supplementary data are available at Bioinformatics online.
36661298	10.1093/bioinformatics/btad041	2023-01-20	https://github.com/RAHenriksen/NGSNGS	Bioinformatics (Oxford, England)	NGSNGS: Next generation simulator for next generation sequencing data.	The method and associated programs are released as open-source software, code and user manual are available at https://github.com/RAHenriksen/NGSNGS. Supplementary data are available at Bioinformatics online.
36659917	10.1016/j.csbj.2022.12.043	2023-01-20	https://github.com/kuratahiroyuki/CNN6mA.gi	Computational and structural biotechnology journal	CNN6mA: Interpretable neural network model based on position-specific CNN and cross-interactive network for 6mA site prediction.	The source codes and web application in CNN6mA are freely accessible at https://github.com/kuratahiroyuki/CNN6mA.git and http://kurata35.bio.kyutech.ac.
36658279	10.1038/s41592-022-01753-3	2023-01-19	https://github.com/mkirsche/Jasmine	Nature methods	Jasmine and Iris: population-scale structural variant comparison and analysis.	Addressing this, we present Jasmine and Iris ( https://github.com/mkirsche/Jasmine/ ), for fast and accurate SV refinement, comparison and population analysis.
36658254	10.1038/s41598-023-27743-9	2023-01-19	https://github.com/mfalda/tsv2sw	Scientific reports	Semantic wikis as flexible database interfaces for biomedical applications.	The software is released as open source-code and published under the GPL-3 license at https://github.com/mfalda/tsv2swm .
36657212	10.1016/j.compmedimag.2023.102184	2023-01-19	https://github.com/zhangliutong/SPnet	Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	Symmetric pyramid network for medical image inverse consistent diffeomorphic registration.	Our code will be available at https://github.com/zhangliutong/SPnet.
36656619	10.1007/978-3-031-21014-3_45	2023-01-19	https://github.com/bionlplab/MMSNet	Machine learning in medical imaging. MLMI (Workshop)	Multi-scale Multi-structure Siamese Network (MMSNet) for Primary Open-Angle Glaucoma Prediction.	The proposed network will be publicly available on https://github.com/bionlplab/MMSNet.
36656604	10.1007/978-3-031-21014-3_2	2023-01-19	https://github.com/bionlplab/AMD_prognosis_mlmi202	Machine learning in medical imaging. MLMI (Workshop)	Predicting Age-related Macular Degeneration Progression with Longitudinal Fundus Images Using Deep Learning.	We made the source code available at https://github.com/bionlplab/AMD_prognosis_mlmi2022 to catalyze future works that seek to develop deep learning models for late AMD prediction.
36656075	10.1111/1755-0998.13756	2023-01-19	https://doi.org/10.5281/zenodo.655598, https://github.com/meglecz/mkCOInr	Molecular ecology resources	COInr and mkCOInr: Building and customizing a non-redundant barcoding reference database from BOLD and NCBI using a semi-automated pipeline.	The COInr database can be downloaded from https://doi.org/10.5281/zenodo.
36655793	10.1093/bioinformatics/btad006	2023-01-19	https://github.com/LiangXujun/GTMCC	Bioinformatics (Oxford, England)	Prediction of drug side effects with transductive matrix co-completion.	The data and the code for the proposed method are available at https://github.com/LiangXujun/GTMCC. Supplementary data are available at Bioinformatics online.
36655786	10.1093/bioinformatics/btad034	2023-01-19	https://github.com/ViennaRNA/drtransformer	Bioinformatics (Oxford, England)	DrTransformer: Heuristic cotranscriptional RNA folding using the nearest neighbor energy model.	This software is open-source and available at https://github.com/ViennaRNA/drtransformer. Supplementary data are available at Bioinformatics online.
36655767	10.1093/bioinformatics/btad037	2023-01-19	https://github.com/abraham-abin13/gsel_vec	Bioinformatics (Oxford, England)	GSEL: a fast, flexible python package for detecting signatures of diverse evolutionary forces on genomic regions.	It is available with demonstration data at https://github.com/abraham-abin13/gsel_vec. Supplementary data are available at Bioinformatics online.
36655766	10.1093/bioinformatics/btad039	2023-01-19	https://github.com/DiffCircaPipeline, https://doi.org/10.5281/zenodo.7507989	Bioinformatics (Oxford, England)	DiffCircaPipeline: A framework for multifaceted characterization of differential rhythmicity.	R package, Shiny app and source code are available in Github (https://github.com/DiffCircaPipeline) and Zenodo (https://doi.org/10.5281/zenodo.7507989).
36655763	10.1093/bioinformatics/btad040	2023-01-19	https://github.com/manuelgloeckler/ncmw	Bioinformatics (Oxford, England)	Hierarchical modelling of microbial communities.	The module is freely available at https://github.com/manuelgloeckler/ncmw.
36653900	10.1093/bib/bbac622	2023-01-18	GitHub	Briefings in bioinformatics	PLSDA-batch: a multivariate framework to correct for batch effects in microbiome data.	Reproducible code and vignettes are available on GitHub.
36653898	10.1093/bib/bbac631	2023-01-18	https://github.com/xwanggroup/Deepro-Glu	Briefings in bioinformatics	Deepro-Glu: combination of convolutional neural network and Bi-LSTM models using ProtBert and handcrafted features to identify lysine glutarylation sites.	The source codes and data are publicly available at https://github.com/xwanggroup/Deepro-Glu.
36653526	10.1038/s41596-022-00797-1	2023-01-18	https://github.com/ucsd-ccbb/NetColo	Nature protocols	Mapping the common gene networks that underlie related diseases.	Software and documentation are available at https://github.com/ucsd-ccbb/NetColoc .
36652721	10.1088/1361-6560/acb484	2023-01-18	https://github.com/nadeemlab/SeqX2Y	Physics in medicine and biology	RMSim: controlled respiratory motion simulation on static patient scans.	The code, pretrained models, and augmented DIR validation datasets will be released at https://github.com/nadeemlab/SeqX2Y.
36652611	10.1021/acs.jproteome.2c00606	2023-01-18	GitHub	Journal of proteome research	PrIntMap-R: An Online Application for Intraprotein Intensity and Peptide Visualization from Bottom-Up Proteomics.	PrIntMap-R is freely available, open source, and can run online with no installation, or locally by downloading source code from GitHub.
36651666	10.1093/bioinformatics/btad004	2023-01-18	https://github.com/Xswapnil/GQS/).Th	Bioinformatics (Oxford, England)	GWAS Quality Score for Evaluating Associated Regions in GWAS Analyses.	The GQS code/scripts can be cloned from GitHub (https://github.com/Xswapnil/GQS/).The analyst can use whole genome summary statistics to estimate GQS for each defined region.
36651657	10.1093/bioinformatics/btad036	2023-01-18	https://github.com/xxiexuezhi/helix_gan	Bioinformatics (Oxford, England)	HelixGAN a deep learning methodology for conditional de novo design of α-helix structures.	https://github.com/xxiexuezhi/helix_gan. Supplementary data are available at Bioinformatics online.
36651029	10.1098/rsbl.2022.0463	2023-01-18	GitHu	Biology letters	Amending the literature through version control.	a GitHub 
36650760	10.3934/mbe.2023007	2023-01-18	https://github.com/xmFeng-hdu/ConvWin-UNet	Mathematical biosciences and engineering : MBE	ConvWin-UNet: UNet-like hierarchical vision Transformer combined with convolution for medical image segmentation.	Partial code and models of this work are available at https://github.com/xmFeng-hdu/ConvWin-UNet.
36649367	10.1371/journal.pone.0280352	2023-01-17	https://github.com/asadkhan1221/siim-covid19.git	PloS one	Automated grading of chest x-ray images for viral pneumonia with convolutional neural networks ensemble and region of interest localization.	The suggested architecture employed an ensemble of EfficientNetv2-L for classification, which was trained via transfer learning from the initialised weights of ImageNet21K on various subsets of data (Code for the proposed methodology is available at: https://github.com/asadkhan1221/siim-covid19.git). To identify and localise opacities, an ensemble of YOLO was combined using Weighted Boxes Fusion (WBF).
36648331	10.1093/bioinformatics/btad023	2023-01-17	https://github.com/longjp/mediateR	Bioinformatics (Oxford, England)	A unified mediation analysis framework for integrative cancer proteogenomics with clinical outcomes.	Software is made available in an R package (https://github.com/longjp/mediateR). Supplementary data are available at Bioinformatics online.
36648328	10.1093/bioinformatics/btad014	2023-01-17	https://github.com/lh3/miniport	Bioinformatics (Oxford, England)	Protein-to-genome alignment with miniprot.	https://github.com/lh3/miniport.
36648327	10.1093/bioinformatics/btad029	2023-01-17	https://github.com/vam-sin/CATHe	Bioinformatics (Oxford, England)	CATHe: Detection of remote homologues for CATH superfamilies using embeddings from protein language models.	The code for the developed models can be found on https://github.com/vam-sin/CATHe. Supplementary data are available at Bioinformatics online.
36648320	10.1093/bioinformatics/btad032	2023-01-17	https://github.com/GMOD/jbrowse-jupyter	Bioinformatics (Oxford, England)	JBrowse Jupyter: A Python interface to JBrowse 2.	Source code and demos are available on GitHub at https://github.com/GMOD/jbrowse-jupyter.
36648314	10.1093/bioinformatics/btad035	2023-01-17	https://github.com/marija-stanojevic/time-tree-classification	Bioinformatics (Oxford, England)	Discovering research articles containing evolutionary timetrees by machine learning.	https://github.com/marija-stanojevic/time-tree-classification. Supplementary data are available at Bioinformatics online.
36647108	10.1186/s12916-022-02725-2	2023-01-16	GitHu	BMC medicine	Real-time forecasting the trajectory of monkeypox outbreaks at the national and global levels, July-October 2022.	We obtained publicly available data on confirmed weekly cases of monkeypox at the global level and for seven countries (with the highest burden of disease at the time this study was initiated) from the Our World in Data (OWID) GitHub 
36646347	10.1016/j.ijbiomac.2023.123180	2023-01-16	https://github.com/abcair/4mCBERT	International journal of biological macromolecules	4mCBERT: A computing tool for the identification of DNA N4-methylcytosine sites by sequence- and chemical-derived information based on ensemble learning strategies.	op/4mCBERT and https://github.com/abcair/4mCBERT.
36645245	10.1093/bioinformatics/btad015	2023-01-16	https://github.com/zy972014452/SLGNN	Bioinformatics (Oxford, England)	SLGNN: Synthetic lethality prediction in human cancers based on factor-aware knowledge graph neural network.	SLGNN is freely available at https://github.com/zy972014452/SLGNN. Supplementary data are available at Bioinformatics online.
36644891	10.1093/gigascience/giac125	2023-01-16	https://github.com/jfarek/xatlas	GigaScience	xAtlas: scalable small variant calling across heterogeneous next-generation sequencing experiments.	Source code for xAtlas is available under a BSD 3-clause license at https://github.com/jfarek/xatlas.
36643418	10.1021/acsomega.2c06114	2023-01-16	https://github.com/SJGLAB/CapsidKeyRes.git	ACS omega	Identification of the Intrinsic Motions and Related Key Residues Responsible for the Twofold Channel Opening of Poliovirus Capsid by Using an Elastic Network Model Combined with an Internal Coordinate.	The source code of this study is available at https://github.com/SJGLAB/CapsidKeyRes.git.
36642414	10.1093/bib/bbad005	2023-01-15	https://github.com/studentiz/dpi	Briefings in bioinformatics	Modeling and analyzing single-cell multimodal data with deep parametric inference.	The python packages, datasets and user-friendly manuals of DPI are freely available at https://github.com/studentiz/dpi.
36642411	10.1093/bib/bbac620	2023-01-15	https://github.com/wangkai-zhku/GPDOCK.git	Briefings in bioinformatics	GPDOCK: highly accurate docking strategy for metalloproteins based on geometric probability.	The manual of GPDOCK and the code for the logistical regression model used to re-rank the docking results are available at https://github.com/wangkai-zhku/GPDOCK.git.
36642410	10.1093/bib/bbac630	2023-01-15	https://github.com/khanhlee/acp-ope/	Briefings in bioinformatics	Prediction of anticancer peptides based on an ensemble model of deep learning and machine learning using ordinal positional encoding.	The work and source codes are made available to the community of researchers and developers at https://github.com/khanhlee/acp-ope/.
36641940	10.1016/j.chroma.2022.463768	2023-01-15	https://github.com/dyjfan/AutoRes	Journal of chromatography. A	Deep learning-based method for automatic resolution of gas chromatography-mass spectrometry data from complex samples.	It is implemented in Python and is available as an open-source package at https://github.com/dyjfan/AutoRes.
36641473	10.1186/s13321-023-00678-z	2023-01-14	https://github.com/grzsko/ASA	Journal of cheminformatics	Critical assessment of synthetic accessibility scores in computer-assisted synthesis planning.	he source code of this work is publicly available at https://github.
36637208	10.1093/bioinformatics/btad019	2023-01-13	https://github.com/timolassmann/samstat	Bioinformatics (Oxford, England)	SAMStat 2: quality control for next generation sequencing data.	The source code of SAMStat and code to reproduce the results are found here: https://github.com/timolassmann/samstat.
36637205	10.1093/bioinformatics/btac850	2023-01-13	https://github.com/Kimxbzheng/GPGPS.git	Bioinformatics (Oxford, England)	GPGPS: a robust prognostic gene pair signature of glioma ensembling IDH mutation and 1p/19q co-deletion.	Codes are available at https://github.com/Kimxbzheng/GPGPS.git. Supplementary data are available at Bioinformatics online.
36637201	10.1093/bioinformatics/btac828	2023-01-13	https://github.com/heiniglab/DeepSom	Bioinformatics (Oxford, England)	DeepSom: a CNN-based approach to somatic variant calling in WGS samples without a matched normal.	DeepSom is available as a GitHub repository at https://github.com/heiniglab/DeepSom. Supplementary data are available at Bioinformatics online.
36637199	10.1093/bioinformatics/btad030	2023-01-13	https://github.com/BioinfoMachineLearning/EnQA	Bioinformatics (Oxford, England)	3D-equivariant graph neural networks for protein model quality assessment.	The source code is available at https://github.com/BioinfoMachineLearning/EnQA. Supplementary data are available.
36637198	10.1093/bioinformatics/btad027	2023-01-13	https://github.com/wells-wood-research/PDBench	Bioinformatics (Oxford, England)	PDBench: evaluating computational methods for protein-sequence design.	https://github.com/wells-wood-research/PDBench. Supplementary data are available at Bioinformatics online.
36637197	10.1093/bioinformatics/btad028	2023-01-13	https://github.com/sneuensc/mapache, https://github.com/sneuensc/mapache/wiki	Bioinformatics (Oxford, England)	Mapache: a flexible pipeline to map ancient DNA.	Mapache is freely available on GitHub (https://github.com/sneuensc/mapache). The list of software (and their references) used in the pipeline and the benchmark results can be found in the Supplementary files.
36637188	10.1093/bioinformatics/btad025	2023-01-13	https://github.com/wxq-ustc/CAMR	Bioinformatics (Oxford, England)	CAMR: cross-aligned multimodal representation learning for cancer survival prediction.	CAMR is freely available at https://github.com/wxq-ustc/CAMR. Supplementary data are available at Bioinformatics online.
36637187	10.1093/bioinformatics/btad012	2023-01-13	https://github.com/yydiao1025/MacFrag	Bioinformatics (Oxford, England)	MacFrag: segmenting large-scale molecules to obtain diverse fragments with high qualities.	https://github.com/yydiao1025/MacFrag. Supplementary data are available at Bioinformatics online.
36637157	10.7554/eLife.83496	2023-01-13	GitHub	eLife	Histological E-data registration in rodent brain spaces.	HERBS is a multi-platform open-source Python package that is available on PyPI and GitHub, 
36636106	10.1111/cgf.14608	2023-01-13	GitHu	Computer graphics forum : journal of the European Association for Computer Graphics	Hex Me If You Can.	A public GitHub 
36635724	10.1186/s40168-022-01438-1	2023-01-12	https://github.com/ot483/NetCom	Microbiome	A framework for the targeted recruitment of crop-beneficial soil taxa based on network analysis of metagenomics data.	Our pipeline for generating predictions for the selective targeting of microbial groups based on processing assembled and annotated metagenomics data is available at https://github.com/ot483/NetCom2 .
36634285	10.1021/acs.jctc.2c00955	2023-01-12	github.com/mssm-labmmol/gmak	Journal of chemical theory and computation	gmak: A Parameter-Space Mapping Strategy for Force-Field Calibration.	The PSM workflow is implemented in the extensible Python program gmak, which is made available in the Git repository at http://github.com/mssm-labmmol/gmak. Using this implementation, the PSM workflow was tested in a proof-of-concept fashion in the recalibration of the Lennard-Jones parameters of the 3-point Optimal Point Charge (OPC3) water model for compatibility with the GROMOS treatment of nonbonded interactions.
36634112	10.1371/journal.pone.0266154	2023-01-12	https://kelsey209.shinyapps.io/hsrdefbuilder, https://github.com/kelsey209/hsrdefbuilder	PloS one	Health service research definition builder: An R Shiny application for exploring diagnosis codes associated with services reported in routinely collected health data.	Readers can access the application at https://kelsey209.shinyapps.
36632611	10.1093/nargab/lqac103	2023-01-12	https://github.com/ghattab/cmangoe, https://doi.org/10.5281/zenodo.7483771	NAR genomics and bioinformatics	A parametric approach for molecular encodings using multilevel atomic neighborhoods applied to peptide classification.	The parametric approach was developed as a Python package (cmangoes), the source code and documentation of which can be found at https://github.com/ghattab/cmangoes and https://doi.org/10.5281/zenodo.7483771.
36632327	10.1093/jamiaopen/ooac109	2023-01-12	GitHub	JAMIA open	StoryboardR: an R package and Shiny application designed to visualize real-world data from clinical patient registries.	StoryboardR is freely available under the Massachusetts Institute of Technology license and can be obtained from GitHub. 
36631405	10.1093/bib/bbac599	2023-01-11	https://github.com/esbgkannan/kibby	Briefings in bioinformatics	Alignment-free estimation of sequence conservation for identifying functional sites using protein sequence embeddings.	To run this on your protein sequence of interest, try our scripts at https://github.com/esbgkannan/kibby.
36631401	10.1093/bib/bbac625	2023-01-11	https://github.com/WJ319/scDCCA	Briefings in bioinformatics	scDCCA: deep contrastive clustering for single-cell RNA-seq data based on auto-encoder network.	The code is available at https://github.com/WJ319/scDCCA.
36630869	10.1016/j.media.2023.102745	2023-01-11	https://github.com/Cassie-CV/CAS-Net	Medical image analysis	A novel multi-attention, multi-scale 3D deep network for coronary artery segmentation.	Our implementation is released at https://github.com/Cassie-CV/CAS-Net.
36630702	10.1021/acs.jcim.2c01104	2023-01-11	https://github.com/MALBECC/AMBER-parameters-database	Journal of chemical information and modeling	Novel Lennard-Jones Parameters for Cysteine and Selenocysteine in the AMBER Force Field.	The new force field parameters obtained in this work are available at https://github.com/MALBECC/AMBER-parameters-database. The parameters were adjusted to reproduce water radial distribution functions obtained by density functional theory ab initio molecular dynamics.
36630461	10.1371/journal.pone.0272166	2023-01-11	https://magnet-winterlab.herokuapp.com, https://github.com/sychen9584/MAGNET	PloS one	MAGNET: A web-based application for gene set enrichment analysis using macrophage data sets.	MAGNET can be freely accessed at the URL https://magnet-winterlab.herokuapp.com., The source code is available at https://github.com/sychen9584/MAGNET.
36629475	10.1093/bioinformatics/btad013	2023-01-11	https://github.com/CellDynamics/MiCellAnnGELo.git	Bioinformatics (Oxford, England)	MiCellAnnGELo: annotate microscopy time series of complex cell surfaces with 3D virtual reality.	MiCellAnnGELo employs the cross-platform (Mac/Unix/Windows) Unity game engine and is available under the MIT licence at https://github.com/CellDynamics/MiCellAnnGELo.git, together with sample data.
36629453	10.1093/bioinformatics/btad008	2023-01-11	https://github.com/ABSP-methylation-tool/ABSP	Bioinformatics (Oxford, England)	ABSP: an automated R tool to efficiently analyze region-specific CpG methylation from bisulfite sequencing PCR.	The ABSP tool and associated data are available on GitHub at https://github.com/ABSP-methylation-tool/ABSP. Supplementary data are available at Bioinformatics online.
36629451	10.1093/bioinformatics/btad011	2023-01-11	https://github.com/chaconlab/korpm	Bioinformatics (Oxford, England)	Predicting protein stability changes upon mutation using a simple orientational potential.	https://github.com/chaconlab/korpm. Supplementary data are available at Bioinformatics online.
36629450	10.1093/bioinformatics/btad017	2023-01-11	https://github.com/JaroSant/EWF	Bioinformatics (Oxford, England)	EWF: simulating exact paths of the Wright-Fisher diffusion.	All softwares are available at https://github.com/JaroSant/EWF. Supplementary data are available at Bioinformatics online.
36629249	10.1093/nar/gkac1239	2023-01-11	https://github.com/CL-CHEN-Lab/OK-Seq, https://doi.org/10.5281/zenodo.7428883	Nucleic acids research	OKseqHMM: a genome-wide replication fork directionality analysis toolkit.	To study the direction of replication fork movement and TRCs, we developed a bioinformatics toolkit called OKseqHMM (https://github.com/CL-CHEN-Lab/OK-Seq, https://doi.org/10.5281/zenodo.7428883).
36626817	10.1093/evolut/qpac063	2023-01-10	github.com/TBooker/PicMin	Evolution; international journal of organic evolution	Using genome scans to identify genes used repeatedly for adaptation.	
36625535	10.1093/bioinformatics/btad007	2023-01-10	https://github.com/gillichu/sepp	Bioinformatics (Oxford, England)	UPP2: fast and accurate alignment of datasets with fragmentary sequences.	https://github.com/gillichu/sepp. Supplementary data are available at Bioinformatics online.
36623451	10.1016/j.compmedimag.2023.102183	2023-01-09	https://github.com/lijixing0425/SCCNet	Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	SCCNet: Self-correction boundary preservation with a dynamic class prior filter for high-variability ultrasound image segmentation.	The source code is available at https://github.com/lijixing0425/SCCNet.
36623381	10.1016/j.media.2022.102729	2023-01-09	https://github.com/hongwang01/InDuDoNet_plus	Medical image analysis	InDuDoNet+: A deep unfolding dual domain network for metal artifact reduction in CT images.	Code is available at https://github.com/hongwang01/InDuDoNet_plus.
36622950	10.1021/acs.jctc.2c00599	2023-01-09	https://github.com/mcosta27/MDexciteR	Journal of chemical theory and computation	MDexciteR: Enhanced Sampling Molecular Dynamics by Excited Normal Modes or Principal Components Obtained from Experiments.	Herein, we developed a new automated open-source implementation, MDexciteR (https://github.com/mcosta27/MDexciteR), enabling the integration of MDeNM with two commonly used simulation programs with GPU support.
36622500	10.1007/s12021-022-09616-0	2023-01-09	https://github.com/AMYPAD/NiftyPA	Neuroinformatics	NiftyPAD - Novel Python Package for Quantitative Analysis of Dynamic PET Data.	It is freely available ( https://github.com/AMYPAD/NiftyPAD ), and allows for multi-platform usage.
36622218	10.1021/acs.jproteome.2c00610	2023-01-09	https://github.com/pmartR/pmartR, https://github.com/hafen/trelliscopejs	Journal of proteome research	pmartR 2.0: A Quality Control, Visualization, and Statistics Pipeline for Multiple Omics Datatypes.	The package's statistics and visualization capabilities have also been expanded by adding support for paired data and by integrating <i>pmartR</i> with the <i>trelliscopejs</i> R package for the quick creation of trellis displays (https://github.com/hafen/trelliscopejs). Here, we present relevant examples of each of these enhancements to <i>pmartR</i> and highlight how each new feature benefits the omics community.
36622173	10.1021/acs.jproteome.2c00603	2023-01-09		Journal of proteome research	MSstatsShiny: A GUI for Versatile, Scalable, and Reproducible Statistical Analyses of Quantitative Proteomic Experiments.	
36622018	10.1093/bioinformatics/btad005	2023-01-09	https://github.com/jhu99/scbea	Bioinformatics (Oxford, England)	A multi-view latent variable model reveals cellular heterogeneity in complex tissues for paired multimodal single-cell data.	), and its code has been archived at https://github.
36621170	10.1016/j.neunet.2022.12.021	2023-01-09	https://github.com/youngnuaa/2DHeadPose	Neural networks : the official journal of the International Neural Network Society	2DHeadPose: A simple and effective annotation method for the head pose in RGB images and its dataset.	The annotation tool, dataset, and source code are publicly available at https://github.com/youngnuaa/2DHeadPose.
36619255	10.1016/j.dib.2022.108842	2023-01-09	GitHub	Data in brief	Dataset of open-source software developers labeled by their experience level in the project and their associated software metrics.	
36619138	10.1007/s11831-022-09863-z	2023-01-09	https://github.com/drmuskangarg/mentalhealthcare	Archives of computational methods in engineering : state of the art reviews	Mental Health Analysis in Social Media Posts: A Survey.	In this context, we release the collection of existing work on suicide detection in an easily accessible and updatable repository:https://github.com/drmuskangarg/mentalhealthcare.
36617159	10.1093/bioinformatics/btad003	2023-01-08	https://github.com/andylun96/DAPSNet	Bioinformatics (Oxford, England)	Dual Attention and Patient Similarity Network for drug recommendation.	The source code is available at the github repository: https://github.com/andylun96/DAPSNet.
36611459	10.3390/diagnostics13010167	2023-01-08	GitHu	Diagnostics (Basel, Switzerland)	CAD-ALZ: A Blockwise Fine-Tuning Strategy on Convolutional Model and Random Forest Classifier for Recognition of Multistage Alzheimer's Disease.	The CAD-ALZ model code is freely available on GitHub 
36611257	10.1093/bib/bbac610	2023-01-07	https://github.com/songbo446/slORFfinder	Briefings in bioinformatics	slORFfinder: a tool to detect open reading frames resulting from trans-splicing of spliced leader sequences.	Overall, this study provides a tool, slORFfinder (https://github.com/songbo446/slORFfinder), to identify slORFs, which can enhance our understanding of ORFs in taxa with SL machinery.
36611253	10.1093/bib/bbac598	2023-01-07	https://github.com/xialab-ahu/seDSM.git	Briefings in bioinformatics	Deleterious synonymous mutation identification based on selective ensemble strategy.	The source code of seDSM is freely accessible at https://github.com/xialab-ahu/seDSM.git.
36610997	10.1093/bioinformatics/btac667	2023-01-07	https://github.com/pachterlab/ffq	Bioinformatics (Oxford, England)	Metadata retrieval from sequence databases with ffq.	ffq is free and open source, and the code can be found here: https://github.com/pachterlab/ffq. Supplementary data are available at Bioinformatics online.
36610989	10.1093/bioinformatics/btac836	2023-01-07	https://github.com/pachterlab/gget	Bioinformatics (Oxford, England)	Efficient querying of genomic reference databases with gget.	The manual and source code are available at https://github.com/pachterlab/gget. Supplementary data are available at Bioinformatics online.
36610988	10.1093/bioinformatics/btad002	2023-01-07	https://github.com/DormanLab/AmpliCI	Bioinformatics (Oxford, England)	Accurate Estimation of Molecular Counts from Amplicon Sequence Data with Unique Molecular Identifiers.	Source code is available at https://github.com/DormanLab/AmpliCI. Supplementary material are available at Bioinformatics online.
36610985	10.1093/bioinformatics/btac794	2023-01-07	https://github.com/Vaa3D	Bioinformatics (Oxford, England)	Vaa3D-x for cross-platform teravoxel-scale immersive exploration of multidimensional image data.	rg and GitHub (https://github.com/Vaa3D).
36610711	10.1093/bioinformatics/btac827	2023-01-07	https://github.com/rainyrubyzhou/AccuVIR	Bioinformatics (Oxford, England)	AccuVIR: an ACCUrate VIRal genome assembly tool for third-generation sequencing data.	The source code and the documentation of AccuVIR are available at https://github.com/rainyrubyzhou/AccuVIR. Supplementary data are available at Bioinformatics online.
