PMID	PubDate	DOI	Journal	Title	Abstract	GitHub_link_raw	GitHub_link_clean	GitHub_owner	GitHub_repo	Repo_created_at	Repo_updated_at	Fork	In_SoftWH	Archived	Record_date	Min_date	Issue	Correct_link
32252628	2020-04-06	10.1186/s12864-020-6685-y	BMC genomics	Assessing graph-based read mappers against a baseline approach highlights strengths and weaknesses of current methods.	[OrderedDict([('@Label', 'BACKGROUND'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Graph-based reference genomes have become popular as they allow read mapping and follow-up analyses in settings where the exact haplotypes underlying a high-throughput sequencing experiment are not precisely known. Two recent papers show that mapping to graph-based reference genomes can improve accuracy as compared to methods using linear references. Both of these methods index the sequences for most paths up to a certain length in the graph in order to enable direct mapping of reads containing common variants. However, the combinatorial explosion of possible paths through nearby variants also leads to a huge search space and an increased chance of false positive alignments to highly variable regions.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', 'We here assess three prominent graph-based read mappers against a hybrid baseline approach that combines an initial path determination with a tuned linear read mapping method. We show, using a previously proposed benchmark, that this simple approach is able to improve overall accuracy of read-mapping to graph-based reference genomes.')]), OrderedDict([('@Label', 'CONCLUSIONS'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', 'Our method is implemented in a tool Two-step Graph Mapper, which is available at https://github.com/uio-bmi/two_step_graph_mapperalong with data and scripts for reproducing the experiments. Our method highlights characteristics of the current generation of graph-based read mappers and shows potential for improvement for future graph-based read mappers.')])]	github.com/uio-bmi/two_step_graph_mapperalong	https://github.com/uio-bmi/two_step_graph_mapperalong/	uio-bmi	two_step_graph_mapperalong			0.0	0.0		2020-04-08	2020-04-06	wrong link	https://github.com/uio-bmi/two_step_graph_mapper/
27153637	2016-04-19	10.1093/bioinformatics/btw201	Bioinformatics (Oxford, England)	SCell: integrated analysis of single-cell RNA-seq data.	[OrderedDict([('@Label', 'UNLABELLED'), ('#text', 'Analysis of the composition of heterogeneous tissue has been greatly enabled by recent developments in single-cell transcriptomics. We present SCell, an integrated software tool for quality filtering, normalization, feature selection, iterative dimensionality reduction, clustering and the estimation of gene-expression gradients from large ensembles of single-cell RNA-seq datasets. SCell is open source, and implemented with an intuitive graphical interface. Scripts and protocols for the high-throughput pre-processing of large ensembles of single-cell, RNA-seq datasets are provided as an additional resource.')]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', 'Binary executables for Windows, MacOS and Linux are available at http://sourceforge.net/projects/scell, source code and pre-processing scripts are available from https://github.com/diazlab/SCellSupplementary information: Supplementary data are available at Bioinformatics online.')]), OrderedDict([('@Label', 'CONTACT'), ('#text', 'aaron.diaz@ucsf.edu.')])]	github.com/diazlab/SCellSupplementary	https://github.com/diazlab/SCellSupplementary/	diazlab	SCellSupplementary			0.0	0.0		2016-05-07	2016-04-19	wrong link	https://github.com/diazlab/SCell/
34991450	2022-01-06	10.1186/s12859-021-04547-0	BMC bioinformatics	Lerna: transformer architectures for configuring error correction tools for short- and long-read genome sequencing.	"[OrderedDict([('@Label', 'BACKGROUND'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Sequencing technologies are prone to errors, making error correction (EC) necessary for downstream applications. EC tools need to be manually configured for optimal performance. We find that the optimal parameters (e.g., k-mer size) are both tool- and dataset-dependent. Moreover, evaluating the performance (i.e., Alignment-rate or Gain) of a given tool usually relies on a reference genome, but quality reference genomes are not always available. We introduce Lerna for the automated configuration of k-mer-based EC tools. Lerna first creates a language model (LM) of the uncorrected genomic reads, and then, based on this LM, calculates a metric called the perplexity metric to evaluate the corrected reads for different parameter choices. Next, it finds the one that produces the highest alignment rate without using a reference genome. The fundamental intuition of our approach is that the perplexity metric is inversely correlated with the quality of the assembly after error correction. Therefore, Lerna leverages the perplexity metric for automated tuning of k-mer sizes without needing a reference genome.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', ""First, we show that the best k-mer value can vary for different datasets, even for the same EC tool. This motivates our design that automates k-mer size selection without using a reference genome. Second, we show the gains of our LM using its component attention-based transformers. We show the model's estimation of the perplexity metric before and after error correction. The lower the perplexity after correction, the better the k-mer size. We also show that the alignment rate and assembly quality computed for the corrected reads are strongly negatively correlated with the perplexity, enabling the automated selection of k-mer values for better error correction, and hence, improved assembly quality. We validate our approach on both short and long reads. Additionally, we show that our attention-based models have significant runtime improvement for the entire pipeline-18[Formula: see text] faster than previous works, due to parallelizing the attention mechanism and the use of JIT compilation for GPU inferencing."")]), OrderedDict([('@Label', 'CONCLUSION'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', 'Lerna improves de novo genome assembly by optimizing EC tools. Our code is made available in a public repository at: https://github.com/icanforce/lerna-genomics .')])]"	github.com/icanforce/lerna-genomics	https://github.com/icanforce/lerna-genomics/	icanforce	lerna-genomics			0.0	0.0		2022-01-08	2022-01-06	repo deleted	
24034598	2013-09-06	10.1111/1755-0998.12160	Molecular ecology resources	HeFPipe: a complete analytical pipeline for heterozygosity-fitness correlation studies.	As the body of heterozygosity-fitness correlation (HFC) research grows, more and increasingly complicated tests have become an integral part of a typical HFC analysis (Chapman et al. 2009). Currently, no software is available to undertake conversion between the file formats required to conduct all of these tests and to conduct the main regression analyses at the core of all HFCs. Heterozygosity-Fitness Pipeline (HeFPipe) is a script written in Python that accomplishes both of these tasks for studies based on microsatellite data. HeFPipe is designed to be used from the command line terminal and will run on any Mac OSX computer. The script takes input in the form of allele reports from either the genotype-calling software, GeneMapper or GeneMarker, and reconfigures the data into GENEPOP (Raymond & Rousset 1995), Rhh (Alho et al. 2010), RMES (David et al. 2007) and GEPHAST (Amos & Acevedo-Whitehouse 2009) formats. The script is also equipped to reformat the output from GENEPOP on the Web (option 5) and Rhh into csv spreadsheets that can be incorporated into downstream analyses. HeFPipe accommodates user-provided lists of samples and markers to be included in or excluded from analyses. HeFPipe is equipped to create generalized linear models (GLMs) from both the main data set and subsets of the data. Finally, HeFPipe allows users to explore single-marker effects and conduct correlation analyses. The script, a comprehensive manual, a link to a series of video tutorials, and an example data set are available from GitHub (http://github.com/Atticus29/HeFPipe_rpos).	github.com/Atticus29/HeFPipe_rpos	https://github.com/Atticus29/HeFPipe_rpos/	Atticus29	HeFPipe_rpos			0.0	0.0		2013-09-17	2013-09-06	renamed	https://github.com/Atticus29/HeFPipe/
33831109	2021-04-08	10.1371/journal.pone.0249957	PloS one	A computational lens into how music characterizes genre in film.	Film music varies tremendously across genre in order to bring about different responses in an audience. For instance, composers may evoke passion in a romantic scene with lush string passages or inspire fear throughout horror films with inharmonious drones. This study investigates such phenomena through a quantitative evaluation of music that is associated with different film genres. We construct supervised neural network models with various pooling mechanisms to predict a film's genre from its soundtrack. We use these models to compare handcrafted music information retrieval (MIR) features against VGGish audio embedding features, finding similar performance with the top-performing architectures. We examine the best-performing MIR feature model through permutation feature importance (PFI), determining that mel-frequency cepstral coefficient (MFCC) and tonal features are most indicative of musical differences between genres. We investigate the interaction between musical and visual features with a cross-modal analysis, and do not find compelling evidence that music characteristic of a certain genre implies low-level visual features associated with that genre. Furthermore, we provide software code to replicate this study at https://github.com/usc-sail/mica-music-in-media. This work adds to our understanding of music's use in multi-modal contexts and offers the potential for future inquiry into human affective experiences.	github.com/usc-sail/mica-music-in-media.	https://github.com/usc-sail/mica-music-in-media/	usc-sail	mica-music-in-media			0.0	0.0		2021-04-09	2021-04-08	repo deleted	
31681437	2019-10-17	10.3389/fgene.2019.01022	Frontiers in genetics	Embracing Ambiguity in the Taxonomic Classification of Microbiome Sequencing Data.	The advent of high throughput sequencing has enabled in-depth characterization of human and environmental microbiomes. Determining the taxonomic origin of microbial sequences is one of the first, and frequently only, analysis performed on microbiome samples. Substantial research has focused on the development of methods for taxonomic annotation, often making trade-offs in computational efficiency and classification accuracy. A side-effect of these efforts has been a reexamination of the bacterial taxonomy itself. Taxonomies developed prior to the genomic revolution captured complex relationships between organisms that went beyond uniform taxonomic levels such as species, genus, and family. Driven in part by the need to simplify computational workflows, the bacterial taxonomies used most commonly today have been regularized to fit within a standard seven taxonomic levels. Consequently, modern analyses of microbial communities are relatively coarse-grained. Few methods make classifications below the genus level, impacting our ability to capture biologically relevant signals. Here, we present ATLAS, a novel strategy for taxonomic annotation that uses significant outliers within database search results to group sequences in the database into partitions. These partitions capture the extent of taxonomic ambiguity within the classification of a sample. The ATLAS pipeline can be found on GitHub [https://github.com/shahnidhi/outlier_in_BLAST_hits]. We demonstrate that ATLAS provides similar annotations to phylogenetic placement methods, but with higher computational efficiency. When applied to human microbiome data, ATLAS is able to identify previously characterized taxonomic groupings, such as those in the class  and the genus . Furthermore, the majority of partitions identified by ATLAS are at the subgenus level, replacing higher-level annotations with specific groups of species. These more precise partitions improve our detection power in determining differential abundance in microbiome association studies. 	github.com/shahnidhi/outlier_in_BLAST_hits].	https://github.com/shahnidhi/outlier_in_BLAST_hits/	shahnidhi	outlier_in_BLAST_hits			0.0	1.0	2022-06-25	2019-11-05	2019-10-17	repo deleted	
34459713	2021-08-30	10.1080/07391102.2021.1970628	Journal of biomolecular structure & dynamics	6 M6A-GSMS: Computational identification of N-methyladenosine sites with GBDT and stacking learning in multiple species. 	N-methyladenosine (mA) is one of the most abundant forms of RNA methylation modifications currently known. It involves a wide range of biological processes, including degradation, stability, alternative splicing, etc. Therefore, the development of convenient and efficient mA prediction technologies are urgent. In this work, a novel predictor based on GBDT and stacking learning is developed to identify mA sites, which is called M6A-GSMS. To achieve accurate prediction, we explore RNA sequence information from four aspects: correlation, structure, physicochemical properties and pseudo ribonucleic acid composition. After using the GBDT algorithm for feature selection, a stacking model is constructed by combining seven basic classifiers. Compared with other state-of-the-art methods, the results show that M6A-GSMS can obtain excellent performance for identifying the mA sites. The prediction accuracy of , , ,  and  reaches 88.4%, 60.8%, 80.5%, 92.4% and 61.8%, respectively. This method provides an effective prediction for the investigation of mA sites. In addition, all the datasets and codes are currently available at https://github.com/Wang-Jinyue/M6A-GSMS.Communicated by Ramaswamy H. Sarma. 	github.com/Wang-Jinyue/M6A-GSMS.Communicated	https://github.com/Wang-Jinyue/M6A-GSMS.Communicated/	Wang-Jinyue	M6A-GSMS.Communicated			0.0	0.0		2021-08-31	2021-08-30	wrong link	https://github.com/Wang-Jinyue/M6A-GSMS/
36434954	2022-11-09	10.1016/j.neunet.2022.10.034	Neural networks : the official journal of the International Neural Network Society	BASeg: Boundary aware semantic segmentation for autonomous driving.	Semantic segmentation is a critical component for street understanding task in autonomous driving field. Existing various methods either focus on constructing the object's inner consistency by aggregating global or multi-scale context information, or simply combine semantic features with boundary features to refine object details. Despite impressive, most of them neglect the long-range dependences between the inner objects and boundaries. To this end, we present a Boundary Aware Network (BASeg) for semantic segmentation by exploiting boundary information as a significant cue to guide context aggregation. Specifically, a Boundary Refined Module (BRM) is proposed in the BASeg to refine coarse low-level boundary features from a Canny detector by high-level multi-scale semantic features from the backbone, and based on which, the Context Aggregation Module (CAM) is further proposed to capture long-range dependences between the boundary regions and the object inner pixels, achieving mutual gains and enhancing the intra-class consistency. Moreover, our method can be plugged into other CNN backbones for higher performance with a minor computation budget, and obtains 45.72%, 81.2%, and 77.3% of mIoU on the datasets ADE20K, Cityscapes, and CamVid, respectively. Compared with some state-of-the-art ResNet101-based segmentation methods, extensive experiments demonstrate the effectiveness of our method. Our code is available at https://github.com/Lature-Yang/BASeg.	github.com/Lature-Yang/BASeg.	https://github.com/Lature-Yang/BASeg/	Lature-Yang	BASeg			0.0	0.0		2022-11-27	2022-11-09	owner deleted	
27587659	2016-09-01	10.1093/bioinformatics/btw438	Bioinformatics (Oxford, England)	Combining dependent P-values with an empirical adaptation of Brown's method.	"[OrderedDict([('@Label', 'MOTIVATION'), ('#text', ""Combining P-values from multiple statistical tests is a common exercise in bioinformatics. However, this procedure is non-trivial for dependent P-values. Here, we discuss an empirical adaptation of Brown's method (an extension of Fisher's method) for combining dependent P-values which is appropriate for the large and correlated datasets found in high-throughput biology."")]), OrderedDict([('@Label', 'RESULTS'), ('#text', ""We show that the Empirical Brown's method (EBM) outperforms Fisher's method as well as alternative approaches for combining dependent P-values using both noisy simulated data and gene expression data from The Cancer Genome Atlas."")]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', ""The Empirical Brown's method is available in Python, R, and MATLAB and can be obtained from https://github.com/IlyaLab/CombiningDependentPvalues UsingEBM The R code is also available as a Bioconductor package from https://www.bioconductor.org/packages/devel/bioc/html/EmpiricalBrownsMethod.html"")]), OrderedDict([('@Label', 'CONTACT'), ('#text', 'Theo.Knijnenburg@systemsbiology.org')]), OrderedDict([('@Label', 'SUPPLEMENTARY INFORMATION'), ('#text', 'Supplementary data are available at Bioinformatics online.')])]"	github.com/IlyaLab/CombiningDependentPvalues	https://github.com/IlyaLab/CombiningDependentPvalues/	IlyaLab	CombiningDependentPvalues			0.0	0.0		2016-09-03	2016-09-01	wrong link	https://github.com/IlyaLab/CombiningDependentPvaluesUsingEBM/
27667790	2016-09-25	10.1093/bioinformatics/btw612	Bioinformatics (Oxford, England)	cMapper: gene-centric connectivity mapper for EBI-RDF platform.	"[OrderedDict([('@Label', 'MOTIVATION'), ('#text', 'In this era of biological big data, data integration has become a common task and a challenge for biologists. The Resource Description Framework (RDF) was developed to enable interoperability of heterogeneous datasets. The EBI-RDF platform enables an efficient data integration of six independent biological databases using RDF technologies and shared ontologies. However, to take advantage of this platform, biologists need to be familiar with RDF technologies and SPARQL query language. To overcome this practical limitation of the EBI-RDF platform, we developed cMapper, a web-based tool that enables biologists to search the EBI-RDF databases in a gene-centric manner without a thorough knowledge of RDF and SPARQL.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', ""cMapper allows biologists to search data entities in the EBI-RDF platform that are connected to genes or small molecules of interest in multiple biological contexts. The input to cMapper consists of a set of genes or small molecules, and the output are data entities in six independent EBI-RDF databases connected with the given genes or small molecules in the user's query. cMapper provides output to users in the form of a graph in which nodes represent data entities and the edges represent connections between data entities and inputted set of genes or small molecules. Furthermore, users can apply filters based on database, taxonomy, organ and pathways in order to focus on a core connectivity graph of their interest. Data entities from multiple databases are differentiated based on background colors. cMapper also enables users to investigate shared connections between genes or small molecules of interest. Users can view the output graph on a web browser or download it in either GraphML or JSON formats."")]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', 'cMapper is available as a web application with an integrated MySQL database. The web application was developed using Java and deployed on Tomcat server. We developed the user interface using HTML5, JQuery and the Cytoscape Graph API. cMapper can be accessed at http://cmapper.ewostech.net Readers can download the development manual from the website http://cmapper.ewostech.net/docs/cMapperDocumentation.pdf. Source Code is available at https://github.com/muhammadshoaib/cmapperContact:smahn@gachon.ac.krSupplementary information: Supplementary data are available at Bioinformatics online.')])]"	github.com/muhammadshoaib/cmapperContact	https://github.com/muhammadshoaib/cmapperContact/	muhammadshoaib	cmapperContact			0.0	0.0		2016-09-27	2016-09-25	repo deleted	
29069317	2018-03-01	10.1093/bioinformatics/btx672	Bioinformatics (Oxford, England)	Constructing prediction models from expression profiles for large scale lncRNA-miRNA interaction profiling.	[OrderedDict([('@Label', 'MOTIVATION'), ('#text', 'The interaction of miRNA and lncRNA is known to be important for gene regulations. However, not many computational approaches have been developed to analyze known interactions and predict the unknown ones. Given that there are now more evidences that suggest that lncRNA-miRNA interactions are closely related to their relative expression levels in the form of a titration mechanism, we analyzed the patterns in large-scale expression profiles of known lncRNA-miRNA interactions. From these uncovered patterns, we noticed that lncRNAs tend to interact collaboratively with miRNAs of similar expression profiles, and vice versa.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'By representing known interaction between lncRNA and miRNA as a bipartite graph, we propose here a technique, called EPLMI, to construct a prediction model from such a graph. EPLMI performs its tasks based on the assumption that lncRNAs that are highly similar to each other tend to have similar interaction or non-interaction patterns with miRNAs and vice versa. The effectiveness of the prediction model so constructed has been evaluated using the latest dataset of lncRNA-miRNA interactions. The results show that the prediction model can achieve AUCs of 0.8522 and 0.8447 ± 0.0017 based on leave-one-out cross validation and 5-fold cross validation. Using this model, we show that lncRNA-miRNA interactions can be reliably predicted. We also show that we can use it to select the most likely lncRNA targets that specific miRNAs would interact with. We believe that the prediction models discovered by EPLMI can yield great insights for further research on ceRNA regulation network. To the best of our knowledge, EPLMI is the first technique that is developed for large-scale lncRNA-miRNA interaction profiling.')]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', 'Matlab codes and dataset are available at https://github.com/yahuang1991polyu/EPLMI/.')]), OrderedDict([('@Label', 'CONTACT'), ('#text', 'yu-an.huang@connect.polyu.hk or zhuhongyou@ms.xjb.ac.cn.')]), OrderedDict([('@Label', 'SUPPLEMENTARY INFORMATION'), ('#text', 'Supplementary data are available at Bioinformatics online.')])]	github.com/yahuang1991polyu/EPLMI/.	https://github.com/yahuang1991polyu/EPLMI/	yahuang1991polyu	EPLMI			0.0	0.0		2017-10-27	2017-10-27	repo deleted	
33187537	2020-11-13	10.1186/s12967-020-02602-7	Journal of translational medicine	DLDTI: a learning-based framework for drug-target interaction identification using neural networks and network representation.	[OrderedDict([('@Label', 'BACKGROUND'), ('#text', 'Drug repositioning, the strategy of unveiling novel targets of existing drugs could reduce costs and accelerate the pace of drug development. To elucidate the novel molecular mechanism of known drugs, considering the long time and high cost of experimental determination, the efficient and feasible computational methods to predict the potential associations between drugs and targets are of great aid.')]), OrderedDict([('@Label', 'METHODS'), ('#text', 'A novel calculation model for drug-target interaction (DTI) prediction based on network representation learning and convolutional neural networks, called DLDTI, was generated. The proposed approach simultaneously fused the topology of complex networks and diverse information from heterogeneous data sources, and coped with the noisy, incomplete, and high-dimensional nature of large-scale biological data by learning the low-dimensional and rich depth features of drugs and proteins. The low-dimensional feature vectors were used to train DLDTI to obtain the optimal mapping space and to infer new DTIs by ranking candidates according to their proximity to the optimal mapping space. More specifically, based on the results from the DLDTI, we experimentally validated the predicted targets of tetramethylpyrazine (TMPZ) on atherosclerosis progression in vivo.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'The experimental results showed that the DLDTI model achieved promising performance under fivefold cross-validations with AUC values of 0.9172, which was higher than the methods using different classifiers or different feature combination methods mentioned in this paper. For the validation study of TMPZ on atherosclerosis, a total of 288 targets were identified and 190 of them were involved in platelet activation. The pathway analysis indicated signaling pathways, namely PI3K/Akt, cAMP and calcium pathways might be the potential targets. Effects and molecular mechanism of TMPZ on atherosclerosis were experimentally confirmed in animal models.')]), OrderedDict([('@Label', 'CONCLUSIONS'), ('#text', 'DLDTI model can serve as a useful tool to provide promising DTI candidates for experimental validation. Based on the predicted results of DLDTI model, we found TMPZ could attenuate atherosclerosis by inhibiting signal transductions in platelets. The source code and datasets explored in this work are available at https://github.com/CUMTzackGit/DLDTI .')])]	github.com/CUMTzackGit/DLDTI	https://github.com/CUMTzackGit/DLDTI/	CUMTzackGit	DLDTI			0.0	0.0		2020-11-15	2020-11-13	repo deleted	
28077564	2017-01-10	10.1093/database/baw154	Database : the journal of biological databases and curation	blend4php: a PHP API for galaxy.	Galaxy is a popular framework for execution of complex analytical pipelines typically for large data sets, and is a commonly used for (but not limited to) genomic, genetic and related biological analysis. It provides a web front-end and integrates with high performance computing resources. Here we report the development of the blend4php library that wraps Galaxy's RESTful API into a PHP-based library. PHP-based web applications can use blend4php to automate execution, monitoring and management of a remote Galaxy server, including its users, workflows, jobs and more. The blend4php library was specifically developed for the integration of Galaxy with Tripal, the open-source toolkit for the creation of online genomic and genetic web sites. However, it was designed as an independent library for use by any application, and is freely available under version 3 of the GNU Lesser General Public License (LPGL v3.0) at https://github.com/galaxyproject/blend4phpDatabase URL: https://github.com/galaxyproject/blend4php.	github.com/galaxyproject/blend4phpDatabase	https://github.com/galaxyproject/blend4phpDatabase/	galaxyproject	blend4phpDatabase			0.0	0.0		2017-01-13	2017-01-10	wrong link	https://github.com/galaxyproject/blend4php/
32176694	2020-03-16	10.1371/journal.pcbi.1007665	PLoS computational biology	CAncer bioMarker Prediction Pipeline (CAMPP)-A standardized framework for the analysis of quantitative biological data.	With the improvement of -omics and next-generation sequencing (NGS) methodologies, along with the lowered cost of generating these types of data, the analysis of high-throughput biological data has become standard both for forming and testing biomedical hypotheses. Our knowledge of how to normalize datasets to remove latent undesirable variances has grown extensively, making for standardized data that are easily compared between studies. Here we present the CAncer bioMarker Prediction Pipeline (CAMPP), an open-source R-based wrapper (https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline -CAMPP) intended to aid bioinformatic software-users with data analyses. CAMPP is called from a terminal command line and is supported by a user-friendly manual. The pipeline may be run on a local computer and requires little or no knowledge of programming. To avoid issues relating to R-package updates, a renv .lock file is provided to ensure R-package stability. Data-management includes missing value imputation, data normalization, and distributional checks. CAMPP performs (I) k-means clustering, (II) differential expression/abundance analysis, (III) elastic-net regression, (IV) correlation and co-expression network analyses, (V) survival analysis, and (VI) protein-protein/miRNA-gene interaction networks. The pipeline returns tabular files and graphical representations of the results. We hope that CAMPP will assist in streamlining bioinformatic analysis of quantitative biological data, whilst ensuring an appropriate bio-statistical framework.	github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline	https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline/	ELELAB	CAncer-bioMarker-Prediction-Pipeline			0.0	0.0		2020-03-17	2020-03-16	wrong link	https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline-CAMPP/
29994408	2018-07-02	10.1109/JBHI.2018.2852274	IEEE journal of biomedical and health informatics	Ensemble Prediction of Synergistic Drug Combinations Incorporating Biological, Chemical, Pharmacological, and Network Knowledge.	Combinatorial therapy may reduce drug side effects and improve drug efficacy, making combination therapy a promising strategy to treat complex diseases. However, in the existing computational methods, the natural properties and network knowledge of drugs have not been adequately and simultaneously considered, making it difficult to identify effective drug combinations. Computational methods that incorporate multiple sources of information (biological, chemical, pharmacological, and network knowledge) offer more opportunities to screen synergistic drug combinations. Therefore, we developed a novel Ensemble Prediction framework of Synergistic Drug Combinations (EPSDC) to accurately and efficiently predict drug combinations by integrating information from multiple-sources. EPSDC constructs feature vector of drug pair by concatenating different types of drug similarities, and then uses these groups in a feature-based base predictor. Next, transductive learning is applied on heterogeneous drug-target networks to achieve a network-based score for the drug pair. Finally, two types of ensemble rules are introduced to combine the feature-based score and the network-based score, and then potential drug combinations are prioritized. To demonstrate the effect of the ensemble rule, comprehensive experiments were conducted to compare single models and ensemble models. The experimental results indicated that our method outperformed the state-of-the-art method in five-fold cross validation and de novo prediction tests on the two benchmark datasets. We further analyzed the effect of maximum length of the meta-path and the impacts of different types of features. Moreover, the practical usefulness of our method was confirmed in the predicted novel drug combinations. The source code of EPSDC is available at https://github.com/KDDing/EPSDC.	github.com/KDDing/EPSDC.	https://github.com/KDDing/EPSDC/	KDDing	EPSDC			0.0	1.0	2020-03-18	2018-07-12	2018-07-02	repo deleted	
30768159	2021-07-12	10.1093/bioinformatics/btz095	Bioinformatics (Oxford, England)	Dhaka: variational autoencoder for unmasking tumor heterogeneity from single cell genomic data.	"[OrderedDict([('@Label', 'MOTIVATION'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Intra-tumor heterogeneity is one of the key confounding factors in deciphering tumor evolution. Malignant cells exhibit variations in their gene expression, copy numbers and mutation even when originating from a single progenitor cell. Single cell sequencing of tumor cells has recently emerged as a viable option for unmasking the underlying tumor heterogeneity. However, extracting features from single cell genomic data in order to infer their evolutionary trajectory remains computationally challenging due to the extremely noisy and sparse nature of the data.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', ""Here we describe 'Dhaka', a variational autoencoder method which transforms single cell genomic data to a reduced dimension feature space that is more efficient in differentiating between (hidden) tumor subpopulations. Our method is general and can be applied to several different types of genomic data including copy number variation from scDNA-Seq and gene expression from scRNA-Seq experiments. We tested the method on synthetic and six single cell cancer datasets where the number of cells ranges from 250 to 6000 for each sample. Analysis of the resulting feature space revealed subpopulations of cells and their marker genes. The features are also able to infer the lineage and/or differentiation trajectory between cells greatly improving upon prior methods suggested for feature extraction and dimensionality reduction of such data."")]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('@NlmCategory', 'METHODS'), ('#text', 'All the datasets used in the paper are publicly available and developed software package and supporting info is available on Github https://github.com/MicrosoftGenomics/Dhaka.')]), OrderedDict([('@Label', 'SUPPLEMENTARY INFORMATION'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Supplementary data are available at Bioinformatics online.')])]"	github.com/MicrosoftGenomics/Dhaka.	https://github.com/MicrosoftGenomics/Dhaka/	MicrosoftGenomics	Dhaka			0.0	1.0	2021-01-02	2019-02-16	2019-02-16	owner deleted	
32649284	2021-10-12	10.1109/TCYB.2020.2999492	IEEE transactions on cybernetics	Self-Supervised Multiscale Adversarial Regression Network for Stereo Disparity Estimation.	"Deep learning approaches have significantly contributed to recent progress in stereo matching. These deep stereo matching methods are usually based on supervised training, which requires a large amount of high-quality ground-truth depth map annotations that are expensive to collect. Furthermore, only a limited quantity of stereo vision training data are currently available, obtained either by active sensors (Lidar and ToF cameras) or through computer graphics simulations and not meeting requirements for deep supervised training. Here, we propose a novel deep stereo approach called the ""self-supervised multiscale adversarial regression network (SMAR-Net),"" which relaxes the need for ground-truth depth maps for training. Specifically, we design a two-stage network. The first stage is a disparity regressor, in which a regression network estimates disparity values from stacked stereo image pairs. Stereo image stacking method is a novel contribution as it not only contains the spatial appearances of stereo images but also implies matching correspondences with different disparity values. In the second stage, a synthetic left image is generated based on the left-right consistency assumption. Our network is trained by minimizing a hybrid loss function composed of a content loss and an adversarial loss. The content loss minimizes the average warping error between the synthetic images and the real ones. In contrast to the generative adversarial loss, our proposed adversarial loss penalizes mismatches using multiscale features. This constrains the synthetic image and real image as being pixelwise identical instead of just belonging to the same distribution. Furthermore, the combined utilization of multiscale feature extraction in both the content loss and adversarial loss further improves the adaptability of SMAR-Net in ill-posed regions. Experiments on multiple benchmark datasets show that SMAR-Net outperforms the current state-of-the-art self-supervised methods and achieves comparable outcomes to supervised methods. The source code can be accessed at: https://github.com/Dawnstar8411/SMAR-Net."	github.com/Dawnstar8411/SMAR-Net.	https://github.com/Dawnstar8411/SMAR-Net/	Dawnstar8411	SMAR-Net			0.0	1.0	2020-05-15	2020-07-11	2020-07-11	repo deleted	
