PMID	PubDate	DOI	Journal	Title	Abstract	GitHub_link_raw	GitHub_link_clean	GitHub_owner	GitHub_repo	Repo_created_at	Repo_updated_at	Fork	In_SoftWH	Archived	Issue	Correct_link
36535036	01/19/2023	10.1088/1741-2552/acacca	Journal of neural engineering	Transfer learning of an ensemble of DNNs for SSVEP BCI spellers without user-specific training.	"Steady-state visually evoked potentials (SSVEPs), measured with electroencephalogram (EEG), yield decent information transfer rates (ITRs) in brain-computer interface (BCI) spellers. However, the current high performing SSVEP BCI spellers in the literature require an initial lengthy and tiring user-specific training for each new user for system adaptation, including data collection with EEG experiments, algorithm training and calibration (all are before the actual use of the system). This impedes the widespread use of BCIs. To ensure practicality, we propose a novel target identification method based on an ensemble of deep neural networks (DNNs), which does not require any sort of user-specific training.We exploit already-existing literature datasets from participants of previously conducted EEG experiments to train a global target identifier DNN first, which is then fine-tuned to each participant. We transfer this ensemble of fine-tuned DNNs to the new user instance, determine themost representative DNNs according to the participants' statistical similarities to the new user, and predict the target character through a weighted combination of the ensemble predictions.The proposed method significantly outperforms all the state-of-the-art alternatives for all stimulation durations in [0.2-1.0] s on two large-scale benchmark and BETA datasets, and achieves impressive 155.51?bits/min and 114.64?bits/min ITRs. Code is available for reproducibility:https://github.com/osmanberke/Ensemble-of-DNNs.Our Ensemble-DNN method has the potential to promote the practical widespread deployment of BCI spellers in daily lives as we provide the highest performance while enabling the immediate system use without any user-specific training. "	github.com/osmanberke/Ensemble-of-DNNs.Our	https://github.com/osmanberke/Ensemble-of-DNNs.Our/	osmanberke	Ensemble-of-DNNs.Our			0	0		wrong link	https://github.com/osmanberke/Ensemble-of-DNNs/
35388017	04/08/2022	10.1038/s41598-022-08555-9	Scientific reports	A hybrid feature extraction scheme for efficient malonylation site prediction.	"Lysine malonylation is one of the most important post-translational modifications (PTMs). It affects the functionality of cells. Malonylation site prediction in proteins can unfold the mechanisms of cellular functionalities. Experimental methods are one of the due prediction approaches. But they are typically costly and time-consuming to implement. Recently, methods based on machine-learning solutions have been proposed to tackle this problem. Such practices have been shown to reduce costs and time complexities and increase accuracy. However, these approaches also have specific shortcomings, including inappropriate feature extraction out of protein sequences, high-dimensional features, and inefficient underlying classifiers. A machine learning-based method is proposed in this paper to cope with these problems. In the proposed approach, seven different features are extracted. Then, the extracted features are combined, ranked based on the Fisher's score (F-score), and the most efficient ones are selected. Afterward, malonylation sites are predicted using various classifiers. Simulation results show that the proposed method has acceptable performance compared with some state-of-the-art approaches. In addition, the XGBOOST classifier, founded on extracted features such as TFCRF, has a higher prediction rate than the other methods. The codes are publicly available at: https://github.com/jimy2020/Malonylation-site-prediction."	github.com/jimy2020/Malonylation-site-prediction.	https://github.com/jimy2020/Malonylation-site-prediction/	jimy2020	Malonylation-site-prediction			0	0		repo deleted	
30759232	10/28/2019	10.1093/nar/gkz067	Nucleic acids research	Structural variation and fusion detection using targeted sequencing data from circulating cell free DNA.	"Cancer is a complex disease that involves rapidly evolving cells, often forming multiple distinct clones. In order to effectively understand progression of a patient-specific tumor, one needs to comprehensively sample tumor DNA at multiple time points, ideally obtained through inexpensive and minimally invasive techniques. Current sequencing technologies make the 'liquid biopsy' possible, which involves sampling a patient's blood or urine and sequencing the circulating cell free DNA (cfDNA). A certain percentage of this DNA originates from the tumor, known as circulating tumor DNA (ctDNA). The ratio of ctDNA may be extremely low in the sample, and the ctDNA may originate from multiple tumors or clones. These factors present unique challenges for applying existing tools and workflows to the analysis of ctDNA, especially in the detection of structural variations which rely on sufficient read coverage to be detectable. Here we introduce SViCT?, a structural variation (SV) detection tool designed to handle the challenges associated with cfDNA analysis. SViCT?can detect breakpoints and sequences of various structural variations including deletions, insertions, inversions, duplications and translocations. SViCT?extracts discordant read pairs, one-end anchors and soft-clipped/split reads, assembles them into contigs, and re-maps contig intervals to a reference genome using an efficient k-mer indexing approach. The intervals are then joined using a combination of graph and greedy algorithms to identify specific structural variant signatures. We assessed the performance of SViCT?and compared it to state-of-the-art tools using simulated cfDNA datasets with properties matching those of real cfDNA samples. The positive predictive value and sensitivity of our tool was superior to all the tested tools and reasonable performance was maintained down to the lowest dilution of 0.01% tumor DNA in simulated datasets. Additionally, SViCT?was able to detect all known SVs in two real cfDNA reference datasets (at 0.6-5% ctDNA) and predict a novel structural variant in a prostate cancer cohort. SViCT?is available at https://github.com/vpc-ccg/svict. Contact:faraz.hach@ubc.ca. "	github.com/vpc-ccg/svict.\xa0Contact	https://github.com/vpc-ccg/svict.\xa0Contact/	vpc-ccg	svict.\xa0Contact			0	0		repo deleted	
29363427	08/29/2018	10.1186/s12864-017-4334-x	BMC genomics	GT-WGS: an efficient and economic tool for large-scale WGS analyses based on the AWS cloud service.	"Whole-genome sequencing (WGS) plays an increasingly important role in clinical practice and public health. Due to the big data size, WGS data analysis is usually compute-intensive and IO-intensive. Currently it usually takes 30 to 40 h to finish a 50? WGS analysis task, which is far from the ideal speed required by the industry. Furthermore, the high-end infrastructure required by WGS computing is costly in terms of time and money. In this paper, we aim to improve the time efficiency of WGS analysis and minimize the cost by elastic cloud computing. We developed a distributed system, GT-WGS, for large-scale WGS analyses utilizing the Amazon Web Services (AWS). Our system won the first prize on the Wind and Cloud challenge held by Genomics and Cloud Technology Alliance conference (GCTA) committee. The system makes full use of the dynamic pricing mechanism of AWS. We evaluate the performance of GT-WGS with a 55? WGS dataset (400GB fastq) provided by the GCTA 2017 competition. In the best case, it only took 18.4 min to finish the analysis and the AWS cost of the whole process is only 16.5 US dollars. The accuracy of GT-WGS is 99.9% consistent with that of the Genome Analysis Toolkit (GATK) best practice. We also evaluated the performance of GT-WGS performance on a real-world dataset provided by the XiangYa hospital, which consists of 5? whole-genome dataset with 500 samples, and on average GT-WGS managed to finish one 5? WGS analysis task in 2.4 min at a cost of $3.6. WGS is already playing an important role in guiding therapeutic intervention. However, its application is limited by the time cost and computing cost. GT-WGS excelled as an efficient and affordable WGS analyses tool to address this problem. The demo video and supplementary materials of GT-WGS can be accessed at https://github.com/Genetalks/wgs_analysis_demo . "	github.com/Genetalks/wgs_analysis_demo	https://github.com/Genetalks/wgs_analysis_demo/	Genetalks	wgs_analysis_demo			0	1	01/19/2021	repo deleted	
37028083	03/03/2023	10.1109/TBME.2023.3252368	IEEE transactions on bio-medical engineering	MSED: A Multi-Modal Sleep Event Detection Model for Clinical Sleep Analysis.	"Clinical sleep analysis require manual analysis of sleep patterns for correct diagnosis of sleep disorders. However, several studies have shown significant variability in manual scoring of clinically relevant discrete sleep events, such as arousals, leg movements, and sleep disordered breathing (apneas and hypopneas). We investigated whether an automatic method could be used for event detection and if a model trained on all events (joint model) performed better than corresponding event-specific models (single-event models). We trained a deep neural network event detection model on 1653 individual recordings and tested the optimized model on 1000 separate hold-out recordings. F1 scores for the optimized joint detection model were 0.70, 0.63, and 0.62 for arousals, leg movements, and sleep disordered breathing, respectively, compared to 0.65, 0.61, and 0.60 for the optimized single-event models. Index values computed from detected events correlated positively with manual annotations (r = 0.73, r = 0.77, r = 0.78, respectively). We furthermore quantified model accuracy based on temporal difference metrics, which improved overall by using the joint model compared to single-event models. Our automatic model jointly detects arousals, leg movements and sleep disordered breathing events with high correlation with human annotations. Finally, we benchmark against previous state-of-the-art multi-event detection models and found an overall increase in F1 score with our proposed model despite a 97.5% reduction in model size. Source code for training and inference is available at https://github.com/neergaard/msed.git. "	github.com/neergaard/msed.git.	https://github.com/neergaard/msed/	neergaard	msed			0	0		repo deleted	
32252628	12/18/2020	10.1186/s12864-020-6685-y	BMC genomics	Assessing graph-based read mappers against a baseline approach highlights strengths and weaknesses of current methods.	"Graph-based reference genomes have become popular as they allow read mapping and follow-up analyses in settings where the exact haplotypes underlying a high-throughput sequencing experiment are not precisely known. Two recent papers show that mapping to graph-based reference genomes can improve accuracy as compared to methods using linear references. Both of these methods index the sequences for most paths up to a certain length in the graph in order to enable direct mapping of reads containing common variants. However, the combinatorial explosion of possible paths through nearby variants also leads to a huge search space and an increased chance of false positive alignments to highly variable regions. We here assess three prominent graph-based read mappers against a hybrid baseline approach that combines an initial path determination with a tuned linear read mapping method. We show, using a previously proposed benchmark, that this simple approach is able to improve overall accuracy of read-mapping to graph-based reference genomes. Our method is implemented in a tool Two-step Graph Mapper, which is available at https://github.com/uio-bmi/two_step_graph_mapperalong with data and scripts for reproducing the experiments. Our method highlights characteristics of the current generation of graph-based read mappers and shows potential for improvement for future graph-based read mappers. "	github.com/uio-bmi/two_step_graph_mapperalong	https://github.com/uio-bmi/two_step_graph_mapperalong/	uio-bmi	two_step_graph_mapperalong			0	0		wrong link	https://github.com/uio-bmi/two_step_graph_mapper/
25135245	01/22/2015	10.1016/j.jclinepi.2014.06.012	Journal of clinical epidemiology	Open-source electronic data capture system offered increased accuracy and cost-effectiveness compared with paper methods in Africa.	"Existing electronic data capture options are often financially unfeasible in resource-poor settings or difficult to support technically in the field. To help facilitate large-scale multicenter studies in sub-Saharan Africa, the African Partnership for Chronic Disease Research (APCDR) has developed an open-source electronic questionnaire (EQ). To assess its relative validity, we compared the EQ against traditional pen-and-paper methods using 200 randomized interviews conducted in an ongoing type 2 diabetes case-control study in South Africa. During its 3-month validation, the EQ had a lower frequency of errors (EQ, 0.17 errors per 100 questions; paper, 0.73 errors per 100 questions; P-value ?0.001), and a lower monetary cost per correctly entered question, compared with the pen-and-paper method. We found no marked difference in the average duration of the interview between methods (EQ, 5.4 minutes; paper, 5.6 minutes). This validation study suggests that the EQ may offer increased accuracy, similar interview duration, and increased cost-effectiveness compared with paper-based data collection methods. The APCDR EQ software is freely available (https://github.com/apcdr/questionnaire). "	github.com/apcdr/questionnaire	https://github.com/apcdr/questionnaire/	apcdr	questionnaire			0	1	09/05/2016	owner deleted	
29722882	10/21/2019	10.1093/bioinformatics/bty353	"Bioinformatics (Oxford, England)"	Modeling one thousand intron length distributions with fitild.	"Intron length distribution (ILD) is a specific feature of a genome that exhibits extensive species-specific variation. Whereas ILD contributes to up to 30% of the total information content for intron recognition in some species, rendering it an important component of computational gene prediction, very few studies have been conducted to quantitatively characterize ILDs of various species. We developed a set of computer programs (fitild, compild, etc.) to build statistical models of ILDs and compare them with one another. Each ILD of more than 1000 genomes was fitted with fitild to a statistical model consisting of one, two, or three components of Frechet distributions. Several measures of distances between ILDs were calculated by compild. A theoretical model was presented to better understand the origin of the observed shape of an ILD. The C++?source codes are available at https://github.com/ogotoh/fitild.git/. Supplementary data are available at Bioinformatics online. "	github.com/ogotoh/fitild.git/.	https://github.com/ogotoh/fitild.git/	ogotoh	fitild.git			0	0		wrong link	https://github.com/ogotoh/fitild/
36279331	10/24/2022	10.1109/TNNLS.2022.3211149	IEEE transactions on neural networks and learning systems	Multimodal Moore-Penrose Inverse-Based Recomputation Framework for Big Data Analysis.	"Most multilayer Moore-Penrose inverse (MPI)-based neural networks, such as deep random vector functional link (RVFL), are structured with two separate stages: unsupervised feature encoding and supervised pattern classification. Once the unsupervised learning is finished, the latent encoding is fixed without supervised fine-tuning. However, in complex tasks such as handling the ImageNet dataset, there are often many more clues that can be directly encoded, while unsupervised learning, by definition, cannot know exactly what is useful for a certain task. There is a need to retrain the latent space representations in the supervised pattern classification stage to learn some clues that unsupervised learning has not yet been learned. In particular, the residual error in the output layer is pulled back to each hidden layer, and the parameters of the hidden layers are recalculated with MPI for more robust representations. In this article, a recomputation-based multilayer network using Moore-Penrose inverse (RML-MP) is developed. A sparse RML-MP (SRML-MP) model to boost the performance of RML-MP is then proposed. The experimental results with varying training samples (from 3k to 1.8 million) show that the proposed models provide higher Top-1 testing accuracy than most representation learning algorithms. For reproducibility, the source codes are available at https://github.com/W1AE/Retraining."	github.com/W1AE/Retraining.	https://github.com/W1AE/Retraining/	W1AE	Retraining			0	1	02/10/2023	repo deleted	
34061735	08/04/2022	10.1109/TPAMI.2021.3085525	IEEE transactions on pattern analysis and machine intelligence	Learning by Distillation: A Self-Supervised Learning Framework for Optical Flow Estimation.	"We present DistillFlow, a knowledge distillation approach to learning optical flow. DistillFlow trains multiple teacher models and a student model, where challenging transformations are applied to the input of the student model to generate hallucinated occlusions as well as less confident predictions. Then, a self-supervised learning framework is constructed: confident predictions from teacher models are served as annotations to guide the student model to learn optical flow for those less confident predictions. The self-supervised learning framework enables us to effectively learn optical flow from unlabeled data, not only for non-occluded pixels, but also for occluded pixels. DistillFlow achieves state-of-the-art unsupervised learning performance on both KITTI and Sintel datasets. Our self-supervised pre-trained model also provides an excellent initialization for supervised fine-tuning, suggesting an alternate training paradigm in contrast to current supervised learning methods that highly rely on pre-training on synthetic data. At the time of writing, our fine-tuned models ranked 1st among all monocular methods on the KITTI 2015 benchmark, and outperform all published methods on the Sintel Final benchmark. More importantly, we demonstrate the generalization capability of DistillFlow in three aspects: framework generalization, correspondence generalization and cross-dataset generalization. Our code and models will be available on https://github.com/ppliuboy/DistillFlow."	github.com/ppliuboy/DistillFlow.	https://github.com/ppliuboy/DistillFlow/	ppliuboy	DistillFlow			0	0		repo deleted	
26568629	08/04/2017	10.1093/bioinformatics/btv674	"Bioinformatics (Oxford, England)"	Accurate estimation of isoelectric point of protein and peptide based on amino acid sequences.	"In any macromolecular polyprotic system-for example protein, DNA or RNA-the isoelectric point-commonly referred to as the pI-can be defined as the point of singularity in a titration curve, corresponding to the solution pH value at which the net overall surface charge-and thus the electrophoretic mobility-of the ampholyte sums to zero. Different modern analytical biochemistry and proteomics methods depend on the isoelectric point as a principal feature for protein and peptide characterization. Protein separation by isoelectric point is a critical part of 2-D gel electrophoresis, a key precursor of proteomics, where discrete spots can be digested in-gel, and proteins subsequently identified by analytical mass spectrometry. Peptide fractionation according to their pI is also widely used in current proteomics sample preparation procedures previous to the LC-MS/MS analysis. Therefore accurate theoretical prediction of pI would expedite such analysis. While such pI calculation is widely used, it remains largely untested, motivating our efforts to benchmark pI prediction methods. Using data from the database PIP-DB and one publically available dataset as our reference gold standard, we have undertaken the benchmarking of pI calculation methods. We find that methods vary in their accuracy and are highly sensitive to the choice of basis set. The machine-learning algorithms, especially the SVM-based algorithm, showed a superior performance when studying peptide mixtures. In general, learning-based pI prediction methods (such as Cofactor, SVM and Branca) require a large training dataset and their resulting performance will strongly depend of the quality of that data. In contrast with Iterative methods, machine-learning algorithms have the advantage of being able to add new features to improve the accuracy of prediction. yperez@ebi.ac.uk The software and data are freely available at https://github.com/ypriverol/pIRSupplementary information: Supplementary data are available at Bioinformatics online. "	github.com/ypriverol/pIRSupplementary	https://github.com/ypriverol/pIRSupplementary/	ypriverol	pIRSupplementary			0	0		wrong link	https://github.com/bigbio/pIR/
29993710	05/25/2018	10.1109/TPAMI.2018.2840724	IEEE transactions on pattern analysis and machine intelligence	A Deep Network Solution for Attention and Aesthetics Aware Photo Cropping.	"We study the problem of photo cropping, which aims to find a cropping window of an input image to preserve as much as possible its important parts while being aesthetically pleasant. Seeking a deep learning-based solution, we design a neural network that has two branches for attention box prediction (ABP) and aesthetics assessment (AA), respectively. Given the input image, the ABP network predicts an attention bounding box as an initial minimum cropping window, around which a set of cropping candidates are generated with little loss of important information. Then, the AA network is employed to select the final cropping window with the best aesthetic quality among the candidates. The two sub-networks are designed to share the same full-image convolutional feature map, and thus are computationally efficient. By leveraging attention prediction and aesthetics assessment, the cropping model produces high-quality cropping results, even with the limited availability of training data for photo cropping. The experimental results on benchmark datasets clearly validate the effectiveness of the proposed approach. In addition, our approach runs at 5 fps, outperforming most previous solutions. The code and results are available at: https://github.com/shenjianbing/DeepCropping."	github.com/shenjianbing/DeepCropping.	https://github.com/shenjianbing/DeepCropping/	shenjianbing	DeepCropping			0	0		repo deleted	
35050855	01/28/2022	10.1109/TIP.2022.3142999	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Learning Discrete Representations From Reference Images for Large Scale Factor Image Super-Resolution.	"Image super-resolution (SR) task aims to recover high-resolution (HR) images from degraded low-resolution (LR) images, which has achieved great progress due to the recent advances of deep neural networks. Due to severe information loss of the LR images, it is more challenging to reconstruct high quality HR images at large scale factors, i. e., higher than 4? . Traditional reference image based SR methods usually perform patch matching to locate detailed texture from HR reference images which could provide fine details from similar image contents. But it suffers from difficulties in achieving good matching in the largely downscaled image space or feature space due to the ill-posed nature between LR and HR mapping. In this paper, we tackle this problem by exploiting fine details contained in reference HR images. Inspired by vector quantization (VQ), we propose a simple yet effective auto-encoder convolutional neural network (CNN) module to learn discrete representations of images. Furthermore, we propose to progressively learn pairs of cross-scale discrete feature representations using paired LR and HR reference images. The coarser scale of the discrete representation is responsible for encoding the global image structure while the paired finer scale of the discrete representation takes charge of capturing missing details in the finer image scale. During inference, continuous features of the test LR image are used as queries to retrieve finer scale discrete representations (value) by searching the nearest coarser scale discrete representations (key). Then, the queries and retrieved values are combined to progressively recover the HR image. Experimental results indicate that when compared with the state-of-the-art image SR models, the proposed method can achieve advanced performance in terms of both objective quality and subjective quality. The code will be available on URL: https://github.com/sunwj/refsr."	github.com/sunwj/refsr.	https://github.com/sunwj/refsr/	sunwj	refsr			0	0		repo deleted	
27587659	07/31/2017	10.1093/bioinformatics/btw438	"Bioinformatics (Oxford, England)"	Combining dependent P-values with an empirical adaptation of Brown's method.	"Combining P-values from multiple statistical tests is a common exercise in bioinformatics. However, this procedure is non-trivial for dependent P-values. Here, we discuss an empirical adaptation of Brown's method (an extension of Fisher's method) for combining dependent P-values which is appropriate for the large and correlated datasets found in high-throughput biology. We show that the Empirical Brown's method (EBM) outperforms Fisher's method as well as alternative approaches for combining dependent P-values using both noisy simulated data and gene expression data from The Cancer Genome Atlas. The Empirical Brown's method is available in Python, R, and MATLAB and can be obtained from https://github.com/IlyaLab/CombiningDependentPvalues UsingEBM The R code is also available as a Bioconductor package from https://www.bioconductor.org/packages/devel/bioc/html/EmpiricalBrownsMethod.html Theo.Knijnenburg@systemsbiology.org Supplementary data are available at Bioinformatics online. "	github.com/IlyaLab/CombiningDependentPvalues	https://github.com/IlyaLab/CombiningDependentPvalues/	IlyaLab	CombiningDependentPvalues			0	0		wrong link	https://github.com/IlyaLab/CombiningDependentPvaluesUsingEBM/
34550884	09/29/2021	10.1109/TIP.2021.3113114	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Action Anticipation Using Pairwise Human-Object Interactions and Transformers.	"The ability to anticipate future actions of humans is useful in application areas such as automated driving, robot-assisted manufacturing, and smart homes. These applications require representing and anticipating human actions involving the use of objects. Existing methods that use human-object interactions for anticipation require object affordance labels for every relevant object in the scene that match the ongoing action. Hence, we propose to represent every pairwise human-object (HO) interaction using only their visual features. Next, we use cross-correlation to capture the second-order statistics across human-object pairs in a frame. Cross-correlation produces a holistic representation of the frame that can also handle a variable number of human-object pairs in every frame of the observation period. We show that cross-correlation based frame representation is more suited for action anticipation than attention-based and other second-order approaches. Furthermore, we observe that using a transformer model for temporal aggregation of frame-wise HO representations results in better action anticipation than other temporal networks. So, we propose two approaches for constructing an end-to-end trainable multi-modal transformer (MM-Transformer; code at https://github.com/debadityaroy/MM-Transformer_ActAnt) model that combines the evidence across spatio-temporal, motion, and HO representations. We show the performance of MM-Transformer on procedural datasets like 50 Salads and Breakfast, and an unscripted dataset like EPIC-KITCHENS55. Finally, we demonstrate that the combination of human-object representation and MM-Transformers is effective even for long-term anticipation."	github.com/debadityaroy/MM-Transformer_ActAnt	https://github.com/debadityaroy/MM-Transformer_ActAnt/	debadityaroy	MM-Transformer_ActAnt			0	0		repo deleted	
30592175	07/25/2019	10.1002/brb3.1191	Brain and behavior	Copula directional dependence for inference and statistical analysis of whole-brain connectivity from fMRI data.	"Inferring connectivity between brain regions has been raising a lot of attention in recent decades. Copula directional dependence (CDD) is a statistical measure of directed connectivity, which does not require strict assumptions on probability distributions and linearity. In this work, CDDs between pairs of local brain areas were estimated based on the fMRI responses of human participants watching a Pixar animation movie. A directed connectivity map of fourteen predefined local areas was obtained for each participant, where the network structure was determined by the strengths of the CDDs. A resampling technique was further applied to determine the statistical significance of the connectivity directions in the networks. In order to demonstrate the effectiveness of the suggested method using CDDs, statistical group analysis was conducted based on graph theoretic measures of the inferred directed networks and CDD intensities. When the 129 fMRI participants were grouped by their age (3-5 year-old, 7-12 year-old, adult) and gender (F, M), nonparametric two-way analysis of variance (ANOVA) results could identify which cortical regions and connectivity structures correlated with the two physiological factors. Especially, we could identify that (a) graph centrality measures of the frontal eye fields (FEF), the inferior temporal gyrus (ITG), and the temporopolar area (TP) were significantly affected by aging, (b) CDD intensities between FEF and the primary motor cortex (M1) and between ITG and TP were highly significantly affected by aging, and (c) CDDs between M1 and the anterior prefrontal cortex (aPFC) were highly significantly affected by gender. The R source code for fMRI data preprocessing, estimation of directional dependences, network visualization, and statistical analyses are available at https://github.com/namgillee/CDDforFMRI. "	github.com/namgillee/CDDforFMRI.	https://github.com/namgillee/CDDforFMRI/	namgillee	CDDforFMRI			0	1	03/30/2020	repo deleted	
28968779	01/15/2018	10.1093/bioinformatics/btx545	"Bioinformatics (Oxford, England)"	A graph regularized non-negative matrix factorization method for identifying microRNA-disease associations.	"MicroRNAs (miRNAs) play crucial roles in post-transcriptional regulations and various cellular processes. The identification of disease-related miRNAs provides great insights into the underlying pathogenesis of diseases at a system level. However, most existing computational approaches are biased towards known miRNA-disease associations, which is inappropriate for those new diseases or miRNAs without any known association information. In this study, we propose a new method with graph regularized non-negative matrix factorization in heterogeneous omics data, called GRNMF, to discover potential associations between miRNAs and diseases, especially for new diseases and miRNAs or those diseases and miRNAs with sparse known associations. First, we integrate the disease semantic information and miRNA functional information to estimate disease similarity and miRNA similarity, respectively. Considering that there is no available interaction observed for new diseases or miRNAs, a preprocessing step is developed to construct the interaction score profiles that will assist in prediction. Next, a graph regularized non-negative matrix factorization framework is utilized to simultaneously identify potential associations for all diseases. The results indicated that our proposed method can effectively prioritize disease-associated miRNAs with higher accuracy compared with other recent approaches. Moreover, case studies also demonstrated the effectiveness of GRNMF to infer unknown miRNA-disease associations for those novel diseases and miRNAs. The code of GRNMF is freely available at https://github.com/XIAO-HN/GRNMF/. Supplementary data are available at Bioinformatics online. "	github.com/XIAO-HN/GRNMF/.	https://github.com/XIAO-HN/GRNMF/	XIAO-HN	GRNMF			0	1	01/23/2021	repo deleted	
34999162	03/21/2022	10.1016/j.mri.2022.01.004	Magnetic resonance imaging	Generalizing deep learning brain segmentation for skull removal and intracranial measurements.	"Total intracranial volume (TICV) and posterior fossa volume (PFV) are essential covariates for brain volumetric analyses with structural magnetic resonance imaging (MRI). Detailed whole brain segmentation provides a non-invasive way to measure brain regions. Furthermore, increasing neuroimaging data are distributed in a skull-stripped manner for privacy protection. Therefore, generalizing deep learning brain segmentation for skull removal and intracranial measurements is an appealing task. However, data availability is challenging due to a limited set of manually traced atlases with whole brain and TICV/PFV labels. In this paper, we employ U-Net tiles to achieve automatic TICV estimation and whole brain segmentation simultaneously on brains w/and w/o the skull. To overcome the scarcity of manually traced whole brain volumes, a transfer learning method is introduced to estimate additional TICV and PFV labels during whole brain segmentation in T1-weighted MRI. Specifically, U-Net tiles are first pre-trained using large-scale BrainCOLOR atlases without TICV and PFV labels, which are created by multi-atlas segmentation. Then the pre-trained models are refined by training the additional TICV and PFV labels using limited BrainCOLOR atlases. We also extend our method to handle skull-stripped brain MR images. From the results, our method provides promising whole brain segmentation and volume estimation results for both brains w/and w/o skull in terms of mean Dice similarity coefficients and mean surface distance and absolute volume similarity. This method has been made available in open source (https://github.com/MASILab/SLANTbrainSeg_skullstripped)."	github.com/MASILab/SLANTbrainSeg_skullstripped	https://github.com/MASILab/SLANTbrainSeg_skullstripped/	MASILab	SLANTbrainSeg_skullstripped			0	0		renamed	https://github.com/MASILab/SLANTbrainSeg/
35496629	03/23/2020	10.1039/c9ra11043g	RSC advances	Heterogeneous graph inference based on similarity network fusion for predicting lncRNA-miRNA interaction.	"LncRNA and miRNA are two non-coding RNA types that are popular in current research. LncRNA interacts with miRNA to regulate gene transcription, further affecting human health and disease. Accurate identification of lncRNA-miRNA interactions contributes to the in-depth study of the biological functions and mechanisms of non-coding RNA. However, relying on biological experiments to obtain interaction information is time-consuming and expensive. Considering the rapid accumulation of gene information and the few computational methods, it is urgent to supplement the effective computational models to predict lncRNA-miRNA interactions. In this work, we propose a heterogeneous graph inference method based on similarity network fusion (SNFHGILMI) to predict potential lncRNA-miRNA interactions. First, we calculated multiple similarity data, including lncRNA sequence similarity, miRNA sequence similarity, lncRNA Gaussian nuclear similarity, and miRNA Gaussian nuclear similarity. Second, the similarity network fusion method was employed to integrate the data and get the similarity network of lncRNA and miRNA. Then, we constructed a bipartite network by combining the known interaction network and similarity network of lncRNA and miRNA. Finally, the heterogeneous graph inference method was introduced to construct a prediction model. On the real dataset, the model SNFHGILMI achieved AUC of 0.9501 and 0.9426 ± 0.0035 based on LOOCV and 5-fold cross validation, respectively. Furthermore, case studies also demonstrate that SNFHGILMI is a high-performance prediction method that can accurately predict new lncRNA-miRNA interactions. The Matlab code and readme file of SNFHGILMI can be downloaded from https://github.com/cj-DaSE/SNFHGILMI."	github.com/cj-DaSE/SNFHGILMI.	https://github.com/cj-DaSE/SNFHGILMI/	cj-DaSE	SNFHGILMI			0	1	11/27/2020	renamed	https://github.com/cj-DaSE/SNFHGILMI-master/
36063528	09/05/2022	10.1109/TNNLS.2022.3199703	IEEE transactions on neural networks and learning systems	A Progressive Subnetwork Searching Framework for Dynamic Inference.	"Deep neural network (DNN) model compression is a popular and important optimization method for efficient and fast hardware acceleration. However, the compressed model is usually fixed, without the capability to tune the computing complexity (i.e., latency in hardware) on-the-fly, depending on dynamic latency requirements, workloads, and computing hardware resource allocation. To address this challenge, dynamic DNN with run-time adaption of computing structures has been constructed through training with a cross-entropy objective function consisting of multiple subnets sampled from the supernet. Our investigations in this work show that the performance of dynamic inference highly relies on the quality of subnet sampling. To construct a dynamic DNN with multiple high-quality subnets, we propose a progressive subnetwork searching framework, which is embedded with several proposed new techniques, including trainable noise ranking, channel-group sampling, selective fine-tuning, and subnet filtering. Our proposed framework empowers the target dynamic DNN with higher accuracy for all the subnets compared with prior works on both the Canadian Institute for Advanced Research dataset with 10 classes (CIFAR-10) and ImageNet datasets. Specifically, compared with United States-Neural Network (US-NN), our method achieves 0.9% average accuracy gain for Alexnet, 2.5% for ResNet18, 1.1% for Visual Geometry Group (VGG)11, and 0.58% for MobileNetv1, on the ImageNet dataset, respectively. Moreover, to demonstrate run-time tuning of computing latency of dynamic DNN in real computing system, we have deployed our constructed dynamic networks into Nvidia Titan graphics processing unit (GPU) and Intel Xeon central processing unit (CPU), showing great improvement over prior works. The code is available at https://github.com/ASU-ESIC-FAN-Lab/Dynamic-inference."	github.com/ASU-ESIC-FAN-Lab/Dynamic-inference.	https://github.com/ASU-ESIC-FAN-Lab/Dynamic-inference/	ASU-ESIC-FAN-Lab	Dynamic-inference			0	0		renamed	https://github.com/ASU-ESIC-FAN-Lab/TNNLS_Dynamic_inference/
34622551	03/04/2022	10.1002/minf.202100045	Molecular informatics	Generative Adversarial Networks for De Novo Molecular Design.	"In the chemical industry, the generation of novel molecular structures with beneficial pharmacological and physicochemical properties in de novo molecular design is a critical problem. The advent of deep learning and neural generative models has recently enabled significant achievements in constructing molecular design models in de novo design. Consequently, studies on new generative models continue to generate molecules that exhibit more useful chemical properties. In this study, we propose a method for de novo design that utilizes generative adversarial networks based on reinforcement learning for realistic molecule generation. This method learns to reproduce the training data distribution of simplified molecular-input line-entry system strings. The proposed method is demonstrated to effectively generate novel molecular structures from five benchmark results using a real-world public dataset, ChEMBL. The code is available at https://github.com/dudwojae/SMILES-MaskGAN."	github.com/dudwojae/SMILES-MaskGAN.	https://github.com/dudwojae/SMILES-MaskGAN/	dudwojae	SMILES-MaskGAN			0	1	04/16/2023	repo deleted	
