Id	DOI	PubDate	GitHub_link_raw	GitHub_link_clean	FullJournalName	Title	Phrase
35130112	10.1080/15476286.2022.2027151	2022-02-07	https://github.com/studentiz/CITEMO	https://github.com/studentiz/CITEMO	RNA biology	CITEMO(XMBD): A flexible single-cell multimodal omics analysis framework to reveal the heterogeneity of immune cells.	The complete source code and dataset of the CITEMO framework can be obtained from https://github.com/studentiz/CITEMO.
35128473	10.1016/j.xpro.2021.101094	2022-02-07	https://colelab.github.io/ActflowToolbox/	https://colelab.github.io/ActflowToolbox/	STAR protocols	Protocol for activity flow mapping of neurocognitive computations using the Brain Activity Flow Toolbox.	We present a protocol for using the Brain Activity Flow Toolbox (https://colelab.github.io/ActflowToolbox/) to identify network mechanisms underlying neurocognitive processes of interest.
35128343	10.35459/tbp.2019.000147	2022-02-07	https://github.com/RosettaCommons/PyRosetta.notebooks	https://github.com/RosettaCommons/PyRosetta.notebooks	Biophysicist (Rockville, Md.)	PyRosetta Jupyter Notebooks Teach Biomolecular Structure Prediction and Design.	All materials are freely available at https://github.com/RosettaCommons/PyRosetta.notebooks.
35128279	10.1021/acsomega.1c06389	2022-02-07	https://github.com/zhangruochi/Mol-HGT	https://github.com/zhangruochi/Mol-HGT	ACS omega	Describe Molecules by a Heterogeneous Graph Neural Network with Transformer-like Attention for Supervised Property Predictions.	The source code and the training/validation/test splitting details are available at https://github.com/zhangruochi/Mol-HGT.
35127968	10.1117/1.JMI.9.1.014004	2022-02-07	https://github.com/XiaoyuanGuo/TEND_MedicalNoveltyDetection	https://github.com/XiaoyuanGuo/TEND_MedicalNoveltyDetection	Journal of medical imaging (Bellingham, Wash.)	Margin-aware intraclass novelty identification for medical images.	The corresponding code is available at https://github.com/XiaoyuanGuo/TEND_MedicalNoveltyDetection.
35127729	10.3389/fcell.2021.820342	2022-02-07	https://github.com/HGDYZW/WAFNRLTG	https://github.com/HGDYZW/WAFNRLTG	Frontiers in cell and developmental biology	WAFNRLTG: A Novel Model for Predicting LncRNA Target Genes Based on Weighted Average Fusion Network Representation Learning Method.	The source codes and all data of WAFNRLTG can be freely downloaded at https://github.com/HGDYZW/WAFNRLTG.
35125984	10.1007/s10579-021-09574-0	2022-02-07			Language resources and evaluation	The ParlaMint corpora of parliamentary proceedings.	amples of the corpora and conversion scripts are available from the project's GitHub
35124367	10.1016/j.media.2021.102340	2022-02-06	https://github.com/o0t1ng0o/TW-GAN	https://github.com/o0t1ng0o/TW-GAN	Medical image analysis	TW-GAN: Topology and width aware GAN for retinal artery/vein classification.	Source code and data annotations are available at https://github.com/o0t1ng0o/TW-GAN.
35123539	10.1186/s13007-022-00845-7	2022-02-06	https://github.com/whussain2/Analysis-pipeline	https://github.com/whussain2/Analysis-pipeline	Plant methods	Open-source analytical pipeline for robust data analysis, visualizations and sharing in crop breeding.	The analytical pipeline source codes and demo data are available at https://github.com/whussain2/Analysis-pipeline .
35123135	10.1016/j.compbiomed.2022.105274	2022-02-05	github.com/shirshabose/D3MSUNET	https://github.com/shirshabose/D3MSUNET	Computers in biology and medicine	Dense Dilated Deep Multiscale Supervised U-Network for biomedical image segmentation.	The proposed D3MSU-Net and ablation models are available at www.github.com/shirshabose/D3MSUNET.
35121854	10.1038/s41596-021-00659-2	2022-02-05	https://github.com/jamesgleave/DD_protocol	https://github.com/jamesgleave/DD_protocol	Nature protocols	Artificial intelligence-enabled virtual screening of ultra-large chemical libraries with deep docking.	This open-source protocol, at https://github.com/jamesgleave/DD_protocol , can be readily deployed by CADD researchers and can significantly accelerate the effective exploration of ultra-large portions of a chemical space.
35121468	10.1016/j.media.2022.102357	2022-02-05	https://github.com/Novestars/Fully-Transformer-Network	https://github.com/Novestars/Fully-Transformer-Network	Medical image analysis	Fully transformer network for skin lesion analysis.	The code and models will be public available at: https://github.com/Novestars/Fully-Transformer-Network.
35120119	10.1371/journal.pcbi.1009860	2022-02-04	https://github.com/alekseyzimin/masurca	https://github.com/alekseyzimin/masurca	PLoS computational biology	The SAMBA tool uses long reads to improve the contiguity of genome assemblies.	SAMBA is open-source software that is distributed at https://github.com/alekseyzimin/masurca.
35120005	10.1109/TVCG.2022.3148197	2022-02-04	https://github.com/zipengliu/corgie-ui/,	https://github.com/zipengliu/corgie-ui/	IEEE transactions on visualization and computer graphics	Visualizing Graph Neural Networks With CorGIE: Corresponding a Graph to Its Embedding.	Availability: Open-source code at https://github.com/zipengliu/corgie-ui/, supplemental materials & video at https://osf.io/tr3sb/.
35119811	10.1021/acs.analchem.1c03272	2022-02-04	github.com/urikeshet/CoA-Blast	https://github.com/urikeshet/CoA-Blast	Analytical chemistry	Acyl-CoA Identification in Mouse Liver Samples Using the In Silico CoA-Blast Tandem Mass Spectral Library.	hese rules were then applied to 1562 unique species based on [M+H]<sup>+</sup> and [M-H]<sup>-</sup> precursor ions to generate two mass spectra per instrument platform and collision energy, amassing an in silico library of 10,934 accurate mass MS/MS spectra that are freely available at github.com/urikeshet/CoA-Blast.
35119294	10.1089/crispr.2021.0113	2022-02-04	github.com/synthego-open/ice	https://github.com/synthego-open/ice	The CRISPR journal	Inference of CRISPR Edits from Sanger Trace Data.	m, and the source code is available at github.com/synthego-open/ice.
35118386	10.1093/narcan/zcac001	2022-02-04	https://github.com/Transipedia/dekupl-lung-cancer-inter-cohort	https://github.com/Transipedia/dekupl-lung-cancer-inter-cohort	NAR cancer	The contribution of uncharted RNA sequences to tumor identity in lung adenocarcinoma.	The code is available at https://github.com/Transipedia/dekupl-lung-cancer-inter-cohort.
35118380	10.1093/nargab/lqac007	2022-02-04	https://github.com/nf-core/mag	https://github.com/nf-core/mag	NAR genomics and bioinformatics	nf-core/mag: a best-practice pipeline for metagenome hybrid assembly and binning.	All codes are hosted on GitHub under the nf-core organization https://github.com/nf-core/mag and released under the MIT license.
35114444	10.1016/j.compbiomed.2022.105250	2022-02-03	https://github.com/stmutasa/MetUS	https://github.com/stmutasa/MetUS	Computers in biology and medicine	Deep learning prediction of axillary lymph node status using ultrasound images.	(https://github.com/stmutasa/MetUS). It's feasible to predict axillary lymph node metastasis from US images using a deep learning technique.
35114401	10.1016/j.ymeth.2022.01.008	2022-02-03	https://github.com/Longwt123/MDL-CPI	https://github.com/Longwt123/MDL-CPI	Methods (San Diego, Calif.)	MDL-CPI: Multi-view deep learning model for compound-protein interaction prediction.	We release our source code and dataset at: https://github.com/Longwt123/MDL-CPI.
35108499	10.1016/j.cell.2021.12.045	2022-02-02	https://github.com/aristoteleo/dynamo-release),	https://github.com/aristoteleo/dynamo-release	Cell	Mapping transcriptomic vector fields of single cells.	Here, we introduce an analytical framework dynamo (https://github.com/aristoteleo/dynamo-release), which infers absolute RNA velocity, reconstructs continuous vector fields that predict cell fates, employs differential geometry to extract underlying regulations, and ultimately predicts optimal reprogramming paths and perturbation outcomes.
35108376	10.1093/bib/bbac004	2022-02-02	https://github.com/pandafengye/MIST),	https://github.com/pandafengye/MIST	Briefings in bioinformatics	Toward accurate diagnosis and surveillance of bacterial infections using enhanced strain-level metagenomic next-generation sequencing of infected body fluids.	Here we introduce a metagenomic intra-species typing (MIST) tool (https://github.com/pandafengye/MIST), which hierarchically organizes reference genomes based on average nucleotide identity (ANI) and performs maximum likelihood estimation to infer the strain-level compositional abundance.
35108357	10.1093/bib/bbab591	2022-02-02	https://github.com/labomics/MetaLogo),	https://github.com/labomics/MetaLogo	Briefings in bioinformatics	MetaLogo: a heterogeneity-aware sequence logo generator and aligner.	rg), a standalone Python package (https://github.com/labomics/MetaLogo), and also a built-in web server available for local deployment.
35108355	10.1093/bib/bbab604	2022-02-02	https://github.com/sheng-n/MGATE	https://github.com/sheng-n/MGATE	Briefings in bioinformatics	Multi-channel graph attention autoencoders for disease-related lncRNAs prediction.	The source code and supplementary data are available at https://github.com/sheng-n/MGATE. huanglan@jlu.edu.
35107884	10.1002/pmic.202100103	2022-02-02	https://github.com/MannLabs/ProteomicsVisualization	https://github.com/MannLabs/ProteomicsVisualization	Proteomics	A practical guide to interpreting and generating bottom-up proteomics data visualizations.	To further encourage programmatic data visualization, we provide the Python code used to generate all data figures in this review on GitHub (https://github.com/MannLabs/ProteomicsVisualization).
35107425	10.2196/26891	2022-02-02			JMIR formative research	An Android-Based Mobile App (ARVPredictor) for the Detection of HIV Drug-Resistance Mutations and Treatment at the Point of Care: Development Study.	"his mobile app is enlisted in the Google Play Store as an ""ARVPredictor"" and the source code is available under MIT permissive license at a GitHub"
35106547	10.1093/bib/bbab578	2022-02-02	https://github.com/Sazan-Mahbub/EGRET	https://github.com/Sazan-Mahbub/EGRET	Briefings in bioinformatics	EGRET: edge aggregated graph attention networks and transfer learning improve protein-protein interaction site prediction.	EGRET is freely available as an open source project at https://github.com/Sazan-Mahbub/EGRET. shams_bayzid@cse.buet.ac.bd.
35106052	10.1007/s13253-022-00487-1	2022-02-02			Journal of agricultural, biological, and environmental statistics	A Spatiotemporal Analytical Outlook of the Exposure to Air Pollution and COVID-19 Mortality in the USA.	ata and code are available at our GitHub
35105355	10.1186/s13073-022-01012-2	2022-02-02	https://github.com/tsteelejohnson91/DEGAS	https://github.com/tsteelejohnson91/DEGAS	Genome medicine	Diagnostic Evidence GAuge of Single cells (DEGAS): a flexible deep transfer learning framework for prioritizing cells in relation to disease.	Availability: https://github.com/tsteelejohnson91/DEGAS .
35105077	10.1063/5.0076749	2022-02-02	https://github.com/tsudalab/rxngenerator	https://github.com/tsudalab/rxngenerator	The Journal of chemical physics	Generating reaction trees with cascaded variational autoencoders.	An implementation of casVAE is publicly available at https://github.com/tsudalab/rxngenerator.
35104404	10.1021/acs.analchem.1c04719	2022-02-01	https://github.com/jydong2018/MS_IDF	https://github.com/jydong2018/MS_IDF	Analytical chemistry	MS-IDF: A Software Tool for Nontargeted Identification of Endogenous Metabolites after Chemical Isotope Labeling Based on a Narrow Mass Defect Filter.	The Matlab codes of the developed MS-IDF software are available from github at https://github.com/jydong2018/MS_IDF. Based on the MS-IDF software tool, a novel and effective approach from nontargeted to targeted metabolomics research was developed and applied to the exploration of potential primary amine biomarkers in patients with schizophrenia.
35104333	10.1093/bioinformatics/btac058	2022-02-01	https://github.com/twolinin/LongPhase/	https://github.com/twolinin/LongPhase/	Bioinformatics (Oxford, England)	LongPhase: an ultra-fast chromosome-scale phasing algorithm for small and large variants.	LongPhase is freely available at https://github.com/twolinin/LongPhase/. Supplementary data are available at Bioinformatics online.
35104320	10.1093/bioinformatics/btac053	2022-02-01	https://github.com/jas-preet/SPOT-Contact-Single	https://github.com/jas-preet/SPOT-Contact-Single	Bioinformatics (Oxford, England)	SPOT-Contact-LM: improving single-sequence-based prediction of protein contact map using a transformer language model.	Stand-alone-version of SPOT-Contact-LM is available at https://github.com/jas-preet/SPOT-Contact-Single. Direct prediction can also be made at https://sparks-lab.org/server/spot-contact-single.
35104309	10.1093/bioinformatics/btac047	2022-02-01	github.com/rvalieris/LCS	https://github.com/rvalieris/LCS	Bioinformatics (Oxford, England)	A mixture model for determining SARS-Cov-2 variant composition in pooled samples.	http://github.com/rvalieris/LCS. Supplementary data are available at Bioinformatics online.
35104289	10.1371/journal.pbio.3001470	2022-02-01	https://greenelab.github.io/preprint-similarity-search/	https://greenelab.github.io/preprint-similarity-search/	PLoS biology	Examining linguistic shifts between preprints and publications.	Lastly, we constructed a web application (https://greenelab.github.io/preprint-similarity-search/) that allows users to identify which journals and articles that are most linguistically similar to a bioRxiv or medRxiv preprint as well as observe where the preprint would be positioned within a published article landscape.
35101114	10.1186/s13059-022-02610-4	2022-02-01	https://github.com/ivlachos/agamemnon	https://github.com/ivlachos/agamemnon	Genome biology	AGAMEMNON: an Accurate metaGenomics And MEtatranscriptoMics quaNtificatiON analysis suite.	 introduce AGAMEMNON ( https://github.com/ivlachos/agamemnon
35100968	10.1186/s12859-022-04575-4	2022-02-01			BMC bioinformatics	CBMOS: a GPU-enabled Python framework for the numerical study of center-based models.	t is available on GitHub
35100114	10.1109/TIP.2022.3145997	2022-01-31	https://github.com/sadbhawnathakur/3D-Image-Quality-Assessment	https://github.com/sadbhawnathakur/3D-Image-Quality-Assessment	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Stretching Artifacts Identification for Quality Assessment of 3D-Synthesized Views.	Our source code is available online: https://github.com/sadbhawnathakur/3D-Image-Quality-Assessment.
35099535	10.1093/bioinformatics/btac016	2022-01-31	https://github.com/oxpig/ABlooper	https://github.com/oxpig/ABlooper	Bioinformatics (Oxford, England)	ABlooper: fast accurate antibody CDR loop structure prediction with accuracy estimation.	https://github.com/oxpig/ABlooper. Supplementary data are available at Bioinformatics online.
35099519	10.1093/bioinformatics/btac037	2022-01-31	https://github.com/chenhong-dkfz/GenomeTornadoPlot/>	https://github.com/chenhong-dkfz/GenomeTornadoPlot/>	Bioinformatics (Oxford, England)	GenomeTornadoPlot: a novel R package for CNV visualization and focality analysis.	GenomeTornadoPlot is written in R script and released via github: <https://github.com/chenhong-dkfz/GenomeTornadoPlot/>. The package is under the license of GPL-3.0.
35099504	10.1093/bioinformatics/btab881	2022-01-31	https://github.com/oxpig/structure-vs-folding/	https://github.com/oxpig/structure-vs-folding/	Bioinformatics (Oxford, England)	Current structure predictors are not learning the physics of protein folding.	The data underlying this article are available in GitHub at https://github.com/oxpig/structure-vs-folding/. Supplementary data are available at Bioinformatics online.
35096050	10.1155/2022/9400999	2022-01-31	https://github.com/lpfworld/VTR-PTM	https://github.com/lpfworld/VTR-PTM	Computational intelligence and neuroscience	Visual-Text Reference Pretraining Model for Image Captioning.	The code is available at https://github.com/lpfworld/VTR-PTM.
35095495	10.3389/fphar.2021.784171	2022-01-31	https://github.com/GCQ2119216031/DDA-SKF	https://github.com/GCQ2119216031/DDA-SKF	Frontiers in pharmacology	DDA-SKF: Predicting Drug-Disease Associations Using Similarity Kernel Fusion.	The source code and benchmarking datasets are deposited in a GitHub repository (https://github.com/GCQ2119216031/DDA-SKF).
35094502	10.1111/1755-0998.13591	2022-01-30	https://github.com/clarkevansteenderen/spede_sampler_R	https://github.com/clarkevansteenderen/spede_sampler_R	Molecular ecology resources	SPEDE-sampler: An R Shiny application to assess how methodological choices and taxon sampling can affect Generalized Mixed Yule Coalescent output and interpretation.	The R Shiny program is available for download at https://github.com/clarkevansteenderen/spede_sampler_R.
35094072	10.1093/bioinformatics/btac039	2022-01-30	https://github.com/uta-smile/CD-MVGNN	https://github.com/uta-smile/CD-MVGNN	Bioinformatics (Oxford, England)	Cross-dependent graph neural networks for molecular property prediction.	The code and data underlying this work are available in GitHub at https://github.com/uta-smile/CD-MVGNN. Supplementary data are available at Bioinformatics online.
35093730	10.1016/j.dcn.2022.101077	2022-01-30	https://github.com/neurokidslab/eeg_preprocessing,	https://github.com/neurokidslab/eeg_preprocessing	Developmental cognitive neuroscience	Automated Pipeline for Infants Continuous EEG (APICE): A flexible pipeline for developmental cognitive studies.	It is freely available at https://github.com/neurokidslab/eeg_preprocessing, together with example scripts.
35092277	10.1093/humrep/deac006	2022-01-29	https://github.com/AE-Mitchell/EndoTime,	https://github.com/AE-Mitchell/EndoTime	Human reproduction (Oxford, England)	EndoTime: non-categorical timing estimates for luteal endometrium.	The RTq-PCR data files are available via the GitHub repository for the EndoTime software at https://github.com/AE-Mitchell/EndoTime, as is the code used for pre-processing of RTq-PCR data.
35091277	10.1016/j.media.2022.102362	2022-01-29	https://github.com/soleilssss/AWSnet/tree/master	https://github.com/soleilssss/AWSnet/tree/master	Medical image analysis	AWSnet: An auto-weighted supervision attention network for myocardial scar and edema segmentation in multi-sequence cardiac magnetic resonance images.	To motivate the community, we have made our code publicly available via https://github.com/soleilssss/AWSnet/tree/master.
35090901	10.1016/j.jneumeth.2022.109487	2022-01-29			Journal of neuroscience methods	LIONirs: flexible Matlab toolbox for fNIRS data analysis.	e introduce LIONirs, a neuroinformatics toolbox for fNIRS data analysis, designed to follow two main goals: (1) flexibility, to explore several methods in parallel and verify results using 3D visualization; (2) simplicity, to apply a defined processing pipeline to a large dataset of subjects by using the MATLAB Batch System and available on GitHub.
35089198	10.1097/MD.0000000000028619	2022-01-28			Medicine	Vaccination associated with gross domestic product and fewer deaths in countries and regions: A verification study.	he corresponding CNCCs and deaths were downloaded from the GitHub
35088833	10.1093/bioinformatics/btab801	2022-01-28	https://github.com/tvinet/NetSolP-1.0	https://github.com/tvinet/NetSolP-1.0	Bioinformatics (Oxford, England)	NetSolP: predicting protein solubility in Escherichia coli using language models.	hp?NetSolP and the open-sourced code is available at https://github.com/tvinet/NetSolP-1.0. Supplementary data are available at Bioinformatics online.
35088055		2022-01-28	https://github.com/nyukat/GLAM	https://github.com/nyukat/GLAM	Proceedings of machine learning research	Weakly-supervised High-resolution Segmentation of Mammography Images for Breast Cancer Diagnosis.	Code and the weights of some of the models are available at https://github.com/nyukat/GLAM.
35087228	10.1038/s41564-021-01050-3	2022-01-28			Nature microbiology	Multi-omics analyses of the ulcerative colitis gut microbiome link Bacteroides vulgatus proteases with disease severity.	
35086482	10.1186/s12880-022-00738-0	2022-01-28	https://github.com/YuOnlyLookOne/IResUnet3Plus	https://github.com/YuOnlyLookOne/IResUnet3Plus	BMC medical imaging	Improved U-Net3+ with stage residual for brain tumor segmentation.	To facilitate further research, source code can be found at: https://github.com/YuOnlyLookOne/IResUnet3Plus .
35085870	10.1016/j.dcn.2022.101068	2022-01-27	https://github.com/vpKumaravel/NEAR	https://github.com/vpKumaravel/NEAR	Developmental cognitive neuroscience	NEAR: An artifact removal pipeline for human newborn EEG data.	The EEGLAB-based NEAR pipeline is freely available at https://github.com/vpKumaravel/NEAR.
35085778	10.1016/j.gpb.2021.06.003	2022-01-27	https://github.com/TheJacksonLaboratory/JAX-CNV	https://github.com/TheJacksonLaboratory/JAX-CNV	Genomics, proteomics & bioinformatics	JAX-CNV: A Whole Genome Sequencing-based Algorithm for Copy Number Detection at Clinical Grade Level.	JAX-CNV is available on https://github.com/TheJacksonLaboratory/JAX-CNV.
35085334	10.1371/journal.pone.0262838	2022-01-27	https://github.com/sivaramakrishnan-rajaraman/Model_calibration	https://github.com/sivaramakrishnan-rajaraman/Model_calibration	PloS one	Deep learning model calibration for improving performance in class-imbalanced medical image classification tasks.	The code is available at https://github.com/sivaramakrishnan-rajaraman/Model_calibration.
35085094	10.1109/TNNLS.2021.3136503	2022-01-27	https://github.com/dd1github/DeepSMOTE	https://github.com/dd1github/DeepSMOTE	IEEE transactions on neural networks and learning systems	DeepSMOTE: Fusing Deep Learning and SMOTE for Imbalanced Data.	DeepSMOTE code is publicly available at https://github.com/dd1github/DeepSMOTE.
35085079	10.1109/TIP.2022.3145159	2022-01-27	https://github.com/chenzhenduo/FISH	https://github.com/chenzhenduo/FISH	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Fine-Grained Hashing With Double Filtering.	The source code is publicly available: https://github.com/chenzhenduo/FISH.
35083165	10.3389/fcimb.2021.772574	2022-01-27	https://github.com/LanLab/STECFinder	https://github.com/LanLab/STECFinder	Frontiers in cellular and infection microbiology	Improved Genomic Identification, Clustering, and Serotyping of Shiga Toxin-Producing Escherichia coli Using Cluster/Serotype-Specific Gene Markers.	STECFinder is available as an installable package (https://github.com/LanLab/STECFinder) and will be useful for <i>in silico</i> STEC cluster identification and serotyping using genome data.
35082835	10.3389/fgene.2021.792541	2022-01-27	https://github.com/meihonggao/ImReLnc	https://github.com/meihonggao/ImReLnc	Frontiers in genetics	ImReLnc: Identifying Immune-Related LncRNA Characteristics in Human Cancers Based on Heuristic Correlation Optimization.	ImReLnc is freely available at https://github.com/meihonggao/ImReLnc.
35081992	10.1186/s13059-021-02583-w	2022-01-27	https://github.com/amkozlov/cellphy	https://github.com/amkozlov/cellphy	Genome biology	CellPhy: accurate and fast probabilistic inference of single-cell phylogenies from scDNA-seq data.	CellPhy is freely available at https://github.com/amkozlov/cellphy .
35081111	10.1371/journal.pone.0261262	2022-01-26			PloS one	Emojis predict dropouts of remote workers: An empirical study of emoji usage on GitHub.	n particular, we present how the developers on GitHub
35081109	10.1371/journal.pcbi.1009826	2022-01-26	https://github.com/tianwei-yu/AIME	https://github.com/tianwei-yu/AIME	PLoS computational biology	AIME: Autoencoder-based integrative multi-omics data embedding that allows for confounder adjustments.	The R package based on Keras and the TensorFlow backend is available at https://github.com/tianwei-yu/AIME.
35081030	10.1109/TNNLS.2022.3142822	2022-01-26	https://mczhi.github.io/Expert-Prior-RL/]	https://mczhi.github.io/Expert-Prior-RL/]	IEEE transactions on neural networks and learning systems	Efficient Deep Reinforcement Learning With Imitative Expert Priors for Autonomous Driving.	[https://mczhi.github.io/Expert-Prior-RL/].
35081029	10.1109/TIP.2022.3144892	2022-01-26	https://github.com/NUIST-Videocoding/VCRNet	https://github.com/NUIST-Videocoding/VCRNet	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	VCRNet: Visual Compensation Restoration Network for No-Reference Image Quality Assessment.	The implementation of the proposed VCRNet has been released at https://github.com/NUIST-Videocoding/VCRNet.
35080628	10.1093/bioinformatics/btac040	2022-01-26	https://github.com/YonghuiDong/RawHummus	https://github.com/YonghuiDong/RawHummus	Bioinformatics (Oxford, England)	RawHummus: an R Shiny app for automated raw data quality control in metabolomics.	rg/web/packages/RawHummus), with source code being available on GitHub (https://github.com/YonghuiDong/RawHummus). The web application can be executed locally from the R console using the command 'runGui()'.
35080622	10.1093/bioinformatics/btac043	2022-01-26	https://github.com/emiracherif/ONTdeCIPHER	https://github.com/emiracherif/ONTdeCIPHER	Bioinformatics (Oxford, England)	ONTdeCIPHER: an amplicon-based nanopore sequencing pipeline for tracking pathogen variants.	ONTdeCIPHER is available at https://github.com/emiracherif/ONTdeCIPHER. Supplementary data are available at Bioinformatics online.
35080614	10.1093/bioinformatics/btac041	2022-01-26	https://github.com/NielsenBerkeleyLab/sconce	https://github.com/NielsenBerkeleyLab/sconce	Bioinformatics (Oxford, England)	SCONCE: a method for profiling copy number alterations in cancer evolution using single-cell whole genome sequencing.	SCONCE is implemented in C++11 and is freely available from https://github.com/NielsenBerkeleyLab/sconce. Supplementary data are available at Bioinformatics online.
35079748	10.52294/e6198273-b8e3-4b63-babb-6e6b0da10669	2022-01-26	https://yeatmanlab.github.io/pyAFQ	https://yeatmanlab.github.io/pyAFQ	Aperture neuro	Evaluating the Reliability of Human Brain White Matter Tractometry.	To facilitate reproducibility, we provide software that automates tractometry (https://yeatmanlab.github.io/pyAFQ). In measurements from the Human Connectome Project, as well as clinical-grade measurements, we find that tractometry has high test-retest reliability that is comparable to most standardized clinical assessment tools.
35079716	10.1016/j.patter.2021.100400	2022-01-26	https://github.com/stanfordmlgroup/selfsupervised-lungandheartsounds	https://github.com/stanfordmlgroup/selfsupervised-lungandheartsounds	Patterns (New York, N.Y.)	Contrastive learning of heart and lung sounds for label-efficient diagnosis.	We have made our code available here: https://github.com/stanfordmlgroup/selfsupervised-lungandheartsounds.
35077539	10.1093/gigascience/giab100	2022-01-25	https://github.com/a-ludi/dentist	https://github.com/a-ludi/dentist	GigaScience	DENTIST-using long reads for closing assembly gaps at high accuracy.	DENTIST's source code including a Snakemake workflow, conda package, and Docker container is available at https://github.com/a-ludi/dentist. All test assemblies as a resource for future benchmarking are at https://bds.mpi-cbg.de/hillerlab/DENTIST/.
35077359	10.1109/TPAMI.2022.3145427	2022-01-25	https://github.com/Andrew-Qibin/VisionPermutator	https://github.com/Andrew-Qibin/VisionPermutator	IEEE transactions on pattern analysis and machine intelligence	Vision Permutator: A Permutable MLP-Like Architecture for Visual Recognition.	Code is available at https://github.com/Andrew-Qibin/VisionPermutator.
35077353	10.1109/TPAMI.2022.3144899	2022-01-25	https://github.com/FactoDeepLearning/VerticalAttentionOCR	https://github.com/FactoDeepLearning/VerticalAttentionOCR	IEEE transactions on pattern analysis and machine intelligence	End-to-end Handwritten Paragraph Text Recognition Using a Vertical Attention Network.	Our code and trained model weights are available at https://github.com/FactoDeepLearning/VerticalAttentionOCR.
35075458	10.1101/2022.01.15.476448	2022-01-25	https://github.com/veg/RASCL	https://github.com/veg/RASCL	bioRxiv : the preprint server for biology	RASCL: Rapid Assessment Of SARS-CoV-2 Clades Through Molecular Sequence Analysis.	RASCL is available from a dedicated repository at https://github.com/veg/RASCL and as a Galaxy workflow https://usegalaxy.
35074579	10.1016/j.dcn.2022.101073	2022-01-25			Developmental cognitive neuroscience	Spectral parameterization for studying neurodevelopment: How and why.	ata and annotated analysis code for this manuscript are available on GitHub
35073331	10.1371/journal.pcbi.1009821	2022-01-24	https://github.com/QiJiang-QJ/GraphFP	https://github.com/QiJiang-QJ/GraphFP	PLoS computational biology	Dynamic inference of cell developmental complex energy landscape from time series single-cell transcriptomic data.	GraphFP software is available at https://github.com/QiJiang-QJ/GraphFP.
35073270	10.1109/TNNLS.2022.3140235	2022-01-24	https://github.com/liuyudut/ResTune	https://github.com/liuyudut/ResTune	IEEE transactions on neural networks and learning systems	Residual Tuning: Toward Novel Category Discovery Without Labels.	Our code is available at https://github.com/liuyudut/ResTune.
35072174	10.1007/978-3-030-86362-3_45	2022-01-24	https://github.com/tanjatang/CAN	https://github.com/tanjatang/CAN	Artificial neural networks, ICANN : international conference ... proceedings. International Conference on Artificial Neural Networks (European Neural Network Society)	Interpretable Visual Understanding with Cognitive Attention Network.	The implementation is publicly available at https://github.com/tanjatang/CAN.
35069703	10.3389/fgene.2021.810985	2022-01-24	https://github.com/MengweiLi-project/gmqn	https://github.com/MengweiLi-project/gmqn	Frontiers in genetics	GMQN: A Reference-Based Method for Correcting Batch Effects and Probe Bias in HumanMethylation BeadChip.	Availability and implementation: https://github.com/MengweiLi-project/gmqn.
35069687	10.3389/fgene.2021.784531	2022-01-24	https://baohongz.github.io/bioInfograph, https://github.com/baohongz/bioInfograph	https://baohongz.github.io/bioInfograph, https://github.com/baohongz/bioInfograph	Frontiers in genetics	BioInfograph: An Online Tool to Design and Display Multi-Panel Scientific Figure Interactively.	In the end, we make the online tool publicly available at https://baohongz.github.io/bioInfograph while releasing the source code at https://github.
35069469	10.3389/fmicb.2021.764058	2022-01-24	https://github.com/dgittins/CANT-HYD-HydrocarbonBiodegradation	https://github.com/dgittins/CANT-HYD-HydrocarbonBiodegradation	Frontiers in microbiology	CANT-HYD: A Curated Database of Phylogeny-Derived Hidden Markov Models for Annotation of Marker Genes Involved in Hydrocarbon Degradation.	CANT-HYD is available at https://github.com/dgittins/CANT-HYD-HydrocarbonBiodegradation.
35068632	10.1016/j.chemolab.2021.104276	2022-01-24	https://github.com/MAITYA02/circgene	https://github.com/MAITYA02/circgene	Chemometrics and intelligent laboratory systems : an international journal sponsored by the Chemometrics Society	Circadian Gene Selection for Time-to-event Phenotype by Integrating CNV and RNAseq Data.	The R package circgene implementing the methodology is available at https://github.com/MAITYA02/circgene. The proposed Bayesian hierarchical model is the first shrinkage prior based model in its kind which integrates two omics platforms to identify the significant circadian gene for cancer survival.
35066446	10.1016/j.compbiomed.2022.105239	2022-01-23	https://github.com/GuangqiWen/MVS-GCN	https://github.com/GuangqiWen/MVS-GCN	Computers in biology and medicine	MVS-GCN: A prior brain structure learning-guided multi-view graph convolution network for autism spectrum disorder diagnosis.	The code is available at https://github.com/GuangqiWen/MVS-GCN.
35065593	10.1186/s12859-022-04572-7	2022-01-23	https://github.com/betsig/how_are_we_stranded_here	https://github.com/betsig/how_are_we_stranded_here	BMC bioinformatics	how_are_we_stranded_here: quick determination of RNA-Seq strandedness.	how_are_we_stranded_here is freely available at https://github.com/betsig/how_are_we_stranded_here .
35065401	10.1016/j.jmgm.2022.108134	2022-01-22	https://github.com/msisakht/pyprotmodel.git	https://github.com/msisakht/pyprotmodel.git	Journal of molecular graphics & modelling	PyProtModel: An easy to use GUI for comparative protein modeling.	The application is available for download and use at: https://github.com/msisakht/pyprotmodel.git.
